Gene ID	GO	KO	KOG	ENZYME	PANTHER	PFAM
MicpuC2.EuGene.0000040083	MicpuC2.EuGene.0000040083						
MicpuC2.EuGene.0000040084	MicpuC2.EuGene.0000040084						
MicpuC2.EuGene.0000040085	MicpuC2.EuGene.0000040085						
MicpuC2.EuGene.0000040086	MicpuC2.EuGene.0000040086						
MicpuC2.EuGene.0000040089	MicpuC2.EuGene.0000040089						
MicpuC2.EuGene.0000040090	MicpuC2.EuGene.0000040090						
MicpuC2.EuGene.0000040091	MicpuC2.EuGene.0000040091						
MicpuC2.EuGene.0000040092	MicpuC2.EuGene.0000040092						
MicpuC2.EuGene.0000040100	MicpuC2.EuGene.0000040100						
MicpuC2.EuGene.0000040102	MicpuC2.EuGene.0000040102						
MicpuC2.EuGene.0000040103	MicpuC2.EuGene.0000040103						
MicpuC2.EuGene.0000040106	MicpuC2.EuGene.0000040106						
MicpuC2.EuGene.0000040123	MicpuC2.EuGene.0000040123						
MicpuC2.EuGene.0000040149	MicpuC2.EuGene.0000040149						
MicpuC2.EuGene.0000040153	MicpuC2.EuGene.0000040153						
MicpuC2.EuGene.0000040167	MicpuC2.EuGene.0000040167						
MicpuC2.EuGene.0000040168	MicpuC2.EuGene.0000040168						
MicpuC2.EuGene.0000040171	MicpuC2.EuGene.0000040171						
MicpuC2.EuGene.0000040172	MicpuC2.EuGene.0000040172						
MicpuC2.EuGene.0000040174	MicpuC2.EuGene.0000040174						
MicpuC2.EuGene.0000040175	MicpuC2.EuGene.0000040175						
MicpuC2.EuGene.0000040179	MicpuC2.EuGene.0000040179						
MicpuC2.EuGene.0000040182	MicpuC2.EuGene.0000040182						
MicpuC2.EuGene.0000040187	MicpuC2.EuGene.0000040187						
MicpuC2.EuGene.0000040193	MicpuC2.EuGene.0000040193						
MicpuC2.EuGene.0000040199	MicpuC2.EuGene.0000040199						
MicpuC2.EuGene.0000040205	MicpuC2.EuGene.0000040205						
MicpuC2.EuGene.0000040208	MicpuC2.EuGene.0000040208						
MicpuC2.EuGene.0000040209	MicpuC2.EuGene.0000040209						
MicpuC2.EuGene.0000040211	MicpuC2.EuGene.0000040211						
MicpuC2.EuGene.0000040213	MicpuC2.EuGene.0000040213						
MicpuC2.EuGene.0000040214	MicpuC2.EuGene.0000040214						
MicpuC2.EuGene.0000040215	MicpuC2.EuGene.0000040215						
MicpuC2.EuGene.0000040217	MicpuC2.EuGene.0000040217						
MicpuC2.EuGene.0000040218	MicpuC2.EuGene.0000040218						
MicpuC2.EuGene.0000040223	MicpuC2.EuGene.0000040223						
MicpuC2.EuGene.0000040224	MicpuC2.EuGene.0000040224						
MicpuC2.EuGene.0000040225	MicpuC2.EuGene.0000040225						
MicpuC2.EuGene.0000040238	MicpuC2.EuGene.0000040238						
MicpuC2.EuGene.0000040239	MicpuC2.EuGene.0000040239						
MicpuC2.EuGene.0000040243	MicpuC2.EuGene.0000040243						
MicpuC2.EuGene.0000040254	MicpuC2.EuGene.0000040254						
MicpuC2.EuGene.0000040257	MicpuC2.EuGene.0000040257						
MicpuC2.EuGene.0000040261	MicpuC2.EuGene.0000040261						
MicpuC2.EuGene.0000040295	MicpuC2.EuGene.0000040295						
MicpuC2.gw1.7.275.1	MicpuC2.gw1.7.275.1						
MicpuC2.EuGene.0000040300	MicpuC2.EuGene.0000040300						
MicpuC2.EuGene.0000040309	MicpuC2.EuGene.0000040309						
MicpuC2.EuGene.0000040314	MicpuC2.EuGene.0000040314						
MicpuC2.EuGene.0000040316	MicpuC2.EuGene.0000040316						
MicpuC2.EuGene.0000040323	MicpuC2.EuGene.0000040323						
MicpuC2.EuGene.0000040328	MicpuC2.EuGene.0000040328						
MicpuC2.EuGene.0000040329	MicpuC2.EuGene.0000040329						
MicpuC2.EuGene.0000040334	MicpuC2.EuGene.0000040334						
MicpuC2.EuGene.0000040344	MicpuC2.EuGene.0000040344						
MicpuC2.EuGene.0000040348	MicpuC2.EuGene.0000040348						
MicpuC2.EuGene.0000040349	MicpuC2.EuGene.0000040349						
MicpuC2.EuGene.0000040356	MicpuC2.EuGene.0000040356						
MicpuC2.EuGene.0000040360	MicpuC2.EuGene.0000040360						
MicpuC2.EuGene.0000040367	MicpuC2.EuGene.0000040367						
MicpuC2.EuGene.0000040380	MicpuC2.EuGene.0000040380						
MicpuC2.EuGene.0000040382	MicpuC2.EuGene.0000040382						
MicpuC2.EuGene.0000040387	MicpuC2.EuGene.0000040387						
MicpuC2.EuGene.0000040389	MicpuC2.EuGene.0000040389						
MicpuC2.EuGene.0000040392	MicpuC2.EuGene.0000040392						
MicpuC2.EuGene.0000040400	MicpuC2.EuGene.0000040400						
MicpuC2.EuGene.0000040403	MicpuC2.EuGene.0000040403						
MicpuC2.EuGene.0000040406	MicpuC2.EuGene.0000040406						
MicpuC2.EuGene.0000040407	MicpuC2.EuGene.0000040407						
MicpuC2.EuGene.0000040411	MicpuC2.EuGene.0000040411						
MicpuC2.EuGene.0000040413	MicpuC2.EuGene.0000040413						
MicpuC2.EuGene.0000040414	MicpuC2.EuGene.0000040414						
MicpuC2.EuGene.0000040416	MicpuC2.EuGene.0000040416						
MicpuC2.EuGene.0000040420	MicpuC2.EuGene.0000040420						
MicpuC2.EuGene.0000040428	MicpuC2.EuGene.0000040428						
MicpuC2.EuGene.0000040429	MicpuC2.EuGene.0000040429						
MicpuC2.EuGene.0000040432	MicpuC2.EuGene.0000040432						
MicpuC2.EuGene.0000040434	MicpuC2.EuGene.0000040434						
MicpuC2.EuGene.0000040438	MicpuC2.EuGene.0000040438						
MicpuC2.EuGene.0000040441	MicpuC2.EuGene.0000040441						
MicpuC2.EuGene.0000040454	MicpuC2.EuGene.0000040454						
MicpuC2.EuGene.0000040460	MicpuC2.EuGene.0000040460						
MicpuC2.EuGene.0000040471	MicpuC2.EuGene.0000040471						
MicpuC2.EuGene.0000040475	MicpuC2.EuGene.0000040475						
MicpuC2.EuGene.0000040477	MicpuC2.EuGene.0000040477						
MicpuC2.EuGene.0000040478	MicpuC2.EuGene.0000040478						
MicpuC2.EuGene.0000040496	MicpuC2.EuGene.0000040496						
MicpuC2.EuGene.0000040503	MicpuC2.EuGene.0000040503						
MicpuC2.EuGene.0000040507	MicpuC2.EuGene.0000040507						
MicpuC2.EuGene.0000040513	MicpuC2.EuGene.0000040513						
MicpuC2.EuGene.0000040514	MicpuC2.EuGene.0000040514						
MicpuC2.EuGene.0000040532	MicpuC2.EuGene.0000040532						
MicpuC2.EuGene.0000040533	MicpuC2.EuGene.0000040533						
MicpuC2.EuGene.0000040538	MicpuC2.EuGene.0000040538						
MicpuC2.EuGene.0000040542	MicpuC2.EuGene.0000040542						
MicpuC2.EuGene.0000040545	MicpuC2.EuGene.0000040545						
MicpuC2.EuGene.0000040546	MicpuC2.EuGene.0000040546						
MicpuC2.EuGene.0000040554	MicpuC2.EuGene.0000040554						
MicpuC2.EuGene.0000040558	MicpuC2.EuGene.0000040558						
MicpuC2.EuGene.0000040572	MicpuC2.EuGene.0000040572						
MicpuC2.EuGene.0000040573	MicpuC2.EuGene.0000040573						
MicpuC2.EuGene.0000040583	MicpuC2.EuGene.0000040583						
MicpuC2.EuGene.0000040584	MicpuC2.EuGene.0000040584						
MicpuC2.EuGene.0000040588	MicpuC2.EuGene.0000040588						
MicpuC2.EuGene.0000040591	MicpuC2.EuGene.0000040591						
MicpuC2.EuGene.0000040602	MicpuC2.EuGene.0000040602						
MicpuC2.EuGene.0000040609	MicpuC2.EuGene.0000040609						
MicpuC2.EuGene.0000040636	MicpuC2.EuGene.0000040636						
MicpuC2.EuGene.0000040648	MicpuC2.EuGene.0000040648						
MicpuC2.EuGene.0000040649	MicpuC2.EuGene.0000040649						
MicpuC2.EuGene.0000040654	MicpuC2.EuGene.0000040654						
MicpuC2.EuGene.0000040655	MicpuC2.EuGene.0000040655						
MicpuC2.EuGene.0000040659	MicpuC2.EuGene.0000040659						
MicpuC2.EuGene.0000040677	MicpuC2.EuGene.0000040677						
MicpuC2.EuGene.0000040678	MicpuC2.EuGene.0000040678						
MicpuC2.EuGene.0000040693	MicpuC2.EuGene.0000040693						
MicpuC2.EuGene.0000040694	MicpuC2.EuGene.0000040694						
MicpuC2.EuGene.0000040703	MicpuC2.EuGene.0000040703						
MicpuC2.EuGene.0000040714	MicpuC2.EuGene.0000040714						
MicpuC2.EuGene.0000040726	MicpuC2.EuGene.0000040726						
MicpuC2.EuGene.0000040735	MicpuC2.EuGene.0000040735						
MicpuC2.gw1.9.350.1	MicpuC2.gw1.9.350.1						
MicpuC2.EuGene.0000040753	MicpuC2.EuGene.0000040753						
MicpuC2.EuGene.0000040755	MicpuC2.EuGene.0000040755						
MicpuC2.EuGene.0000040763	MicpuC2.EuGene.0000040763						
MicpuC2.EuGene.0000040771	MicpuC2.EuGene.0000040771						
MicpuC2.EuGene.0000040773	MicpuC2.EuGene.0000040773						
MicpuC2.EuGene.0000040776	MicpuC2.EuGene.0000040776						
MicpuC2.EuGene.0000040778	MicpuC2.EuGene.0000040778						
MicpuC2.EuGene.0000040779	MicpuC2.EuGene.0000040779						
MicpuC2.EuGene.0000040782	MicpuC2.EuGene.0000040782						
MicpuC2.EuGene.0000040784	MicpuC2.EuGene.0000040784						
MicpuC2.EuGene.0000040787	MicpuC2.EuGene.0000040787						
MicpuC2.EuGene.0000040789	MicpuC2.EuGene.0000040789						
MicpuC2.EuGene.0000040793	MicpuC2.EuGene.0000040793						
MicpuC2.EuGene.0000040794	MicpuC2.EuGene.0000040794						
MicpuC2.EuGene.0000040802	MicpuC2.EuGene.0000040802						
MicpuC2.EuGene.0000040812	MicpuC2.EuGene.0000040812						
MicpuC2.EuGene.0000040818	MicpuC2.EuGene.0000040818						
MicpuC2.EuGene.0000050009	MicpuC2.EuGene.0000050009						
MicpuC2.EuGene.0000050020	MicpuC2.EuGene.0000050020						
MicpuC2.EuGene.0000050025	MicpuC2.EuGene.0000050025						
MicpuC2.EuGene.0000050026	MicpuC2.EuGene.0000050026						
MicpuC2.EuGene.0000050031	MicpuC2.EuGene.0000050031						
MicpuC2.EuGene.0000050032	MicpuC2.EuGene.0000050032						
MicpuC2.EuGene.0000050033	MicpuC2.EuGene.0000050033						
MicpuC2.EuGene.0000050040	MicpuC2.EuGene.0000050040						
MicpuC2.EuGene.0000050042	MicpuC2.EuGene.0000050042						
MicpuC2.EuGene.0000050049	MicpuC2.EuGene.0000050049						
MicpuC2.EuGene.0000050050	MicpuC2.EuGene.0000050050						
MicpuC2.EuGene.0000050051	MicpuC2.EuGene.0000050051						
MicpuC2.EuGene.0000050073	MicpuC2.EuGene.0000050073						
MicpuC2.EuGene.0000050080	MicpuC2.EuGene.0000050080						
MicpuC2.EuGene.0000050101	MicpuC2.EuGene.0000050101						
MicpuC2.EuGene.0000050107	MicpuC2.EuGene.0000050107						
MicpuC2.EuGene.0000050110	MicpuC2.EuGene.0000050110						
MicpuC2.EuGene.0000050114	MicpuC2.EuGene.0000050114						
MicpuC2.EuGene.0000050116	MicpuC2.EuGene.0000050116						
MicpuC2.EuGene.0000050117	MicpuC2.EuGene.0000050117						
MicpuC2.EuGene.0000050119	MicpuC2.EuGene.0000050119						
MicpuC2.EuGene.0000050121	MicpuC2.EuGene.0000050121						
MicpuC2.EuGene.0000050139	MicpuC2.EuGene.0000050139						
MicpuC2.EuGene.0000050146	MicpuC2.EuGene.0000050146						
MicpuC2.EuGene.0000050156	MicpuC2.EuGene.0000050156						
MicpuC2.EuGene.0000050158	MicpuC2.EuGene.0000050158						
MicpuC2.EuGene.0000050161	MicpuC2.EuGene.0000050161						
MicpuC2.EuGene.0000050169	MicpuC2.EuGene.0000050169						
MicpuC2.EuGene.0000050176	MicpuC2.EuGene.0000050176						
MicpuC2.EuGene.0000050177	MicpuC2.EuGene.0000050177						
MicpuC2.EuGene.0000050179	MicpuC2.EuGene.0000050179						
MicpuC2.EuGene.0000050181	MicpuC2.EuGene.0000050181						
MicpuC2.EuGene.0000050187	MicpuC2.EuGene.0000050187						
MicpuC2.EuGene.0000050190	MicpuC2.EuGene.0000050190						
MicpuC2.EuGene.0000050192	MicpuC2.EuGene.0000050192						
MicpuC2.EuGene.0000050200	MicpuC2.EuGene.0000050200						
MicpuC2.EuGene.0000050208	MicpuC2.EuGene.0000050208						
MicpuC2.EuGene.0000050210	MicpuC2.EuGene.0000050210						
MicpuC2.EuGene.0000050214	MicpuC2.EuGene.0000050214						
MicpuC2.EuGene.0000050215	MicpuC2.EuGene.0000050215						
MicpuC2.EuGene.0000050223	MicpuC2.EuGene.0000050223						
MicpuC2.EuGene.0000050231	MicpuC2.EuGene.0000050231						
MicpuC2.EuGene.0000050234	MicpuC2.EuGene.0000050234						
MicpuC2.EuGene.0000050236	MicpuC2.EuGene.0000050236						
MicpuC2.EuGene.0000050253	MicpuC2.EuGene.0000050253						
MicpuC2.EuGene.0000050255	MicpuC2.EuGene.0000050255						
MicpuC2.EuGene.0000050256	MicpuC2.EuGene.0000050256						
MicpuC2.EuGene.0000050270	MicpuC2.EuGene.0000050270						
MicpuC2.EuGene.0000050273	MicpuC2.EuGene.0000050273						
MicpuC2.EuGene.0000050276	MicpuC2.EuGene.0000050276						
MicpuC2.EuGene.0000050278	MicpuC2.EuGene.0000050278						
MicpuC2.EuGene.0000050280	MicpuC2.EuGene.0000050280						
MicpuC2.EuGene.0000050298	MicpuC2.EuGene.0000050298						
MicpuC2.EuGene.0000050300	MicpuC2.EuGene.0000050300						
MicpuC2.EuGene.0000050301	MicpuC2.EuGene.0000050301						
MicpuC2.EuGene.0000050302	MicpuC2.EuGene.0000050302						
MicpuC2.EuGene.0000050304	MicpuC2.EuGene.0000050304						
MicpuC2.EuGene.0000050307	MicpuC2.EuGene.0000050307						
MicpuC2.EuGene.0000050308	MicpuC2.EuGene.0000050308						
MicpuC2.EuGene.0000050311	MicpuC2.EuGene.0000050311						
MicpuC2.EuGene.0000050326	MicpuC2.EuGene.0000050326						
MicpuC2.EuGene.0000050327	MicpuC2.EuGene.0000050327						
MicpuC2.EuGene.0000050339	MicpuC2.EuGene.0000050339						
MicpuC2.EuGene.0000050340	MicpuC2.EuGene.0000050340						
MicpuC2.EuGene.0000050342	MicpuC2.EuGene.0000050342						
MicpuC2.EuGene.0000050343	MicpuC2.EuGene.0000050343						
MicpuC2.EuGene.0000050344	MicpuC2.EuGene.0000050344						
MicpuC2.EuGene.0000050351	MicpuC2.EuGene.0000050351						
MicpuC2.EuGene.0000050354	MicpuC2.EuGene.0000050354						
MicpuC2.EuGene.0000050355	MicpuC2.EuGene.0000050355						
MicpuC2.EuGene.0000050360	MicpuC2.EuGene.0000050360						
MicpuC2.EuGene.0000050363	MicpuC2.EuGene.0000050363						
MicpuC2.EuGene.0000050365	MicpuC2.EuGene.0000050365						
MicpuC2.EuGene.0000050369	MicpuC2.EuGene.0000050369						
MicpuC2.EuGene.0000050394	MicpuC2.EuGene.0000050394						
MicpuC2.EuGene.0000050396	MicpuC2.EuGene.0000050396						
MicpuC2.EuGene.0000050399	MicpuC2.EuGene.0000050399						
MicpuC2.EuGene.0000050401	MicpuC2.EuGene.0000050401						
MicpuC2.EuGene.0000050402	MicpuC2.EuGene.0000050402						
MicpuC2.EuGene.0000050403	MicpuC2.EuGene.0000050403						
MicpuC2.EuGene.0000050406	MicpuC2.EuGene.0000050406						
MicpuC2.EuGene.0000050407	MicpuC2.EuGene.0000050407						
MicpuC2.EuGene.0000050409	MicpuC2.EuGene.0000050409						
MicpuC2.EuGene.0000050410	MicpuC2.EuGene.0000050410						
MicpuC2.EuGene.0000050416	MicpuC2.EuGene.0000050416						
MicpuC2.EuGene.0000050425	MicpuC2.EuGene.0000050425						
MicpuC2.EuGene.0000050426	MicpuC2.EuGene.0000050426						
MicpuC2.EuGene.0000050434	MicpuC2.EuGene.0000050434						
MicpuC2.EuGene.0000050435	MicpuC2.EuGene.0000050435						
MicpuC2.EuGene.0000050436	MicpuC2.EuGene.0000050436						
MicpuC2.EuGene.0000050445	MicpuC2.EuGene.0000050445						
MicpuC2.EuGene.0000050453	MicpuC2.EuGene.0000050453						
MicpuC2.EuGene.0000050454	MicpuC2.EuGene.0000050454						
MicpuC2.EuGene.0000050462	MicpuC2.EuGene.0000050462						
MicpuC2.EuGene.0000050463	MicpuC2.EuGene.0000050463						
MicpuC2.EuGene.0000050472	MicpuC2.EuGene.0000050472						
MicpuC2.EuGene.0000050482	MicpuC2.EuGene.0000050482						
MicpuC2.EuGene.0000050496	MicpuC2.EuGene.0000050496						
MicpuC2.EuGene.0000050503	MicpuC2.EuGene.0000050503						
MicpuC2.EuGene.0000050507	MicpuC2.EuGene.0000050507						
MicpuC2.EuGene.0000050519	MicpuC2.EuGene.0000050519						
MicpuC2.EuGene.0000050525	MicpuC2.EuGene.0000050525						
MicpuC2.EuGene.0000050532	MicpuC2.EuGene.0000050532						
MicpuC2.EuGene.0000050536	MicpuC2.EuGene.0000050536						
MicpuC2.EuGene.0000050538	MicpuC2.EuGene.0000050538						
MicpuC2.EuGene.0000050546	MicpuC2.EuGene.0000050546						
MicpuC2.EuGene.0000050547	MicpuC2.EuGene.0000050547						
MicpuC2.EuGene.0000050553	MicpuC2.EuGene.0000050553						
MicpuC2.EuGene.0000050558	MicpuC2.EuGene.0000050558						
MicpuC2.EuGene.0000050562	MicpuC2.EuGene.0000050562						
MicpuC2.EuGene.0000050579	MicpuC2.EuGene.0000050579						
MicpuC2.EuGene.0000050582	MicpuC2.EuGene.0000050582						
MicpuC2.EuGene.0000050583	MicpuC2.EuGene.0000050583						
MicpuC2.EuGene.0000050591	MicpuC2.EuGene.0000050591						
MicpuC2.EuGene.0000050596	MicpuC2.EuGene.0000050596						
MicpuC2.EuGene.0000050601	MicpuC2.EuGene.0000050601						
MicpuC2.EuGene.0000050603	MicpuC2.EuGene.0000050603						
MicpuC2.EuGene.0000050605	MicpuC2.EuGene.0000050605						
MicpuC2.EuGene.0000050617	MicpuC2.EuGene.0000050617						
MicpuC2.EuGene.0000050624	MicpuC2.EuGene.0000050624						
MicpuC2.EuGene.0000050631	MicpuC2.EuGene.0000050631						
MicpuC2.EuGene.0000050633	MicpuC2.EuGene.0000050633						
MicpuC2.EuGene.0000050640	MicpuC2.EuGene.0000050640						
MicpuC2.EuGene.0000050648	MicpuC2.EuGene.0000050648						
MicpuC2.EuGene.0000050650	MicpuC2.EuGene.0000050650						
MicpuC2.EuGene.0000050651	MicpuC2.EuGene.0000050651						
MicpuC2.EuGene.0000050656	MicpuC2.EuGene.0000050656						
MicpuC2.EuGene.0000050658	MicpuC2.EuGene.0000050658						
MicpuC2.EuGene.0000050659	MicpuC2.EuGene.0000050659						
MicpuC2.EuGene.0000050660	MicpuC2.EuGene.0000050660						
MicpuC2.EuGene.0000050661	MicpuC2.EuGene.0000050661						
MicpuC2.EuGene.0000050672	MicpuC2.EuGene.0000050672						
MicpuC2.EuGene.0000050690	MicpuC2.EuGene.0000050690						
MicpuC2.EuGene.0000050698	MicpuC2.EuGene.0000050698						
MicpuC2.EuGene.0000050699	MicpuC2.EuGene.0000050699						
MicpuC2.EuGene.0000050700	MicpuC2.EuGene.0000050700						
MicpuC2.EuGene.0000050701	MicpuC2.EuGene.0000050701						
MicpuC2.EuGene.0000050703	MicpuC2.EuGene.0000050703						
MicpuC2.EuGene.0000050706	MicpuC2.EuGene.0000050706						
MicpuC2.EuGene.0000050712	MicpuC2.EuGene.0000050712						
MicpuC2.EuGene.0000050721	MicpuC2.EuGene.0000050721						
MicpuC2.EuGene.0000050727	MicpuC2.EuGene.0000050727						
MicpuC2.EuGene.0000050734	MicpuC2.EuGene.0000050734						
MicpuC2.EuGene.0000050737	MicpuC2.EuGene.0000050737						
MicpuC2.EuGene.0000050738	MicpuC2.EuGene.0000050738						
MicpuC2.EuGene.0000050739	MicpuC2.EuGene.0000050739						
MicpuC2.EuGene.0000050744	MicpuC2.EuGene.0000050744						
MicpuC2.EuGene.0000050746	MicpuC2.EuGene.0000050746						
MicpuC2.EuGene.0000050747	MicpuC2.EuGene.0000050747						
MicpuC2.EuGene.0000050752	MicpuC2.EuGene.0000050752						
MicpuC2.EuGene.0000050765	MicpuC2.EuGene.0000050765						
MicpuC2.EuGene.0000050766	MicpuC2.EuGene.0000050766						
MicpuC2.EuGene.0000050790	MicpuC2.EuGene.0000050790						
MicpuC2.EuGene.0000050796	MicpuC2.EuGene.0000050796						
MicpuC2.EuGene.0000060001	MicpuC2.EuGene.0000060001						
MicpuC2.EuGene.0000060002	MicpuC2.EuGene.0000060002						
MicpuC2.EuGene.0000060004	MicpuC2.EuGene.0000060004						
MicpuC2.EuGene.0000060006	MicpuC2.EuGene.0000060006						
MicpuC2.EuGene.0000060017	MicpuC2.EuGene.0000060017						
MicpuC2.EuGene.0000060025	MicpuC2.EuGene.0000060025						
MicpuC2.EuGene.0000060031	MicpuC2.EuGene.0000060031						
MicpuC2.EuGene.0000060047	MicpuC2.EuGene.0000060047						
MicpuC2.EuGene.0000060056	MicpuC2.EuGene.0000060056						
MicpuC2.EuGene.0000060059	MicpuC2.EuGene.0000060059						
MicpuC2.EuGene.0000060064	MicpuC2.EuGene.0000060064						
MicpuC2.EuGene.0000060065	MicpuC2.EuGene.0000060065						
MicpuC2.EuGene.0000060068	MicpuC2.EuGene.0000060068						
MicpuC2.EuGene.0000060073	MicpuC2.EuGene.0000060073						
MicpuC2.EuGene.0000060074	MicpuC2.EuGene.0000060074						
MicpuC2.EuGene.0000060080	MicpuC2.EuGene.0000060080						
MicpuC2.EuGene.0000060081	MicpuC2.EuGene.0000060081						
MicpuC2.EuGene.0000060082	MicpuC2.EuGene.0000060082						
MicpuC2.EuGene.0000060085	MicpuC2.EuGene.0000060085						
MicpuC2.EuGene.0000060098	MicpuC2.EuGene.0000060098						
MicpuC2.EuGene.0000060099	MicpuC2.EuGene.0000060099						
MicpuC2.EuGene.0000060101	MicpuC2.EuGene.0000060101						
MicpuC2.EuGene.0000060105	MicpuC2.EuGene.0000060105						
MicpuC2.EuGene.0000060111	MicpuC2.EuGene.0000060111						
MicpuC2.EuGene.0000060117	MicpuC2.EuGene.0000060117						
MicpuC2.EuGene.0000060122	MicpuC2.EuGene.0000060122						
MicpuC2.EuGene.0000060125	MicpuC2.EuGene.0000060125						
MicpuC2.EuGene.0000060128	MicpuC2.EuGene.0000060128						
MicpuC2.EuGene.0000060129	MicpuC2.EuGene.0000060129						
MicpuC2.EuGene.0000060133	MicpuC2.EuGene.0000060133						
MicpuC2.EuGene.0000060134	MicpuC2.EuGene.0000060134						
MicpuC2.EuGene.0000060138	MicpuC2.EuGene.0000060138						
MicpuC2.EuGene.0000060150	MicpuC2.EuGene.0000060150						
MicpuC2.EuGene.0000060155	MicpuC2.EuGene.0000060155						
MicpuC2.EuGene.0000060169	MicpuC2.EuGene.0000060169						
MicpuC2.EuGene.0000060175	MicpuC2.EuGene.0000060175						
MicpuC2.EuGene.0000060177	MicpuC2.EuGene.0000060177						
MicpuC2.EuGene.0000060178	MicpuC2.EuGene.0000060178						
MicpuC2.EuGene.0000060180	MicpuC2.EuGene.0000060180						
MicpuC2.EuGene.0000060183	MicpuC2.EuGene.0000060183						
MicpuC2.EuGene.0000060186	MicpuC2.EuGene.0000060186						
MicpuC2.EuGene.0000060187	MicpuC2.EuGene.0000060187						
MicpuC2.EuGene.0000060188	MicpuC2.EuGene.0000060188						
MicpuC2.EuGene.0000060197	MicpuC2.EuGene.0000060197						
MicpuC2.EuGene.0000060200	MicpuC2.EuGene.0000060200						
MicpuC2.EuGene.0000060210	MicpuC2.EuGene.0000060210						
MicpuC2.EuGene.0000060214	MicpuC2.EuGene.0000060214						
MicpuC2.EuGene.0000060215	MicpuC2.EuGene.0000060215						
MicpuC2.EuGene.0000060216	MicpuC2.EuGene.0000060216						
MicpuC2.EuGene.0000060219	MicpuC2.EuGene.0000060219						
MicpuC2.EuGene.0000060220	MicpuC2.EuGene.0000060220						
MicpuC2.EuGene.0000060221	MicpuC2.EuGene.0000060221						
MicpuC2.EuGene.0000060256	MicpuC2.EuGene.0000060256						
MicpuC2.EuGene.0000060301	MicpuC2.EuGene.0000060301						
MicpuC2.EuGene.0000060306	MicpuC2.EuGene.0000060306						
MicpuC2.EuGene.0000060310	MicpuC2.EuGene.0000060310						
MicpuC2.EuGene.0000060311	MicpuC2.EuGene.0000060311						
MicpuC2.EuGene.0000060314	MicpuC2.EuGene.0000060314						
MicpuC2.EuGene.0000060324	MicpuC2.EuGene.0000060324						
MicpuC2.EuGene.0000060331	MicpuC2.EuGene.0000060331						
MicpuC2.EuGene.0000060334	MicpuC2.EuGene.0000060334						
MicpuC2.EuGene.0000060338	MicpuC2.EuGene.0000060338						
MicpuC2.EuGene.0000060339	MicpuC2.EuGene.0000060339						
MicpuC2.EuGene.0000060344	MicpuC2.EuGene.0000060344						
MicpuC2.EuGene.0000060355	MicpuC2.EuGene.0000060355						
MicpuC2.EuGene.0000060361	MicpuC2.EuGene.0000060361						
MicpuC2.EuGene.0000060381	MicpuC2.EuGene.0000060381						
MicpuC2.EuGene.0000060388	MicpuC2.EuGene.0000060388						
MicpuC2.EuGene.0000060401	MicpuC2.EuGene.0000060401						
MicpuC2.EuGene.0000060402	MicpuC2.EuGene.0000060402						
MicpuC2.EuGene.0000060405	MicpuC2.EuGene.0000060405						
MicpuC2.EuGene.0000060414	MicpuC2.EuGene.0000060414						
MicpuC2.EuGene.0000060415	MicpuC2.EuGene.0000060415						
MicpuC2.EuGene.0000060419	MicpuC2.EuGene.0000060419						
MicpuC2.EuGene.0000060421	MicpuC2.EuGene.0000060421						
MicpuC2.EuGene.0000060428	MicpuC2.EuGene.0000060428						
MicpuC2.EuGene.0000060434	MicpuC2.EuGene.0000060434						
MicpuC2.EuGene.0000060437	MicpuC2.EuGene.0000060437						
MicpuC2.EuGene.0000060454	MicpuC2.EuGene.0000060454						
MicpuC2.EuGene.0000060455	MicpuC2.EuGene.0000060455						
MicpuC2.EuGene.0000060459	MicpuC2.EuGene.0000060459						
MicpuC2.EuGene.0000060474	MicpuC2.EuGene.0000060474						
MicpuC2.EuGene.0000060476	MicpuC2.EuGene.0000060476						
MicpuC2.EuGene.0000060490	MicpuC2.EuGene.0000060490						
MicpuC2.EuGene.0000060491	MicpuC2.EuGene.0000060491						
