Gene ID	GO	KO	KOG	PANTHER	PFAM
Cz12g14260					
Cz12g15010					
Cz12g15020					
Cz12g15030					
Cz12g15040					
Cz12g15050					
Cz12g15090					
Cz12g15100					
Cz12g15110					
Cz12g15130					
Cz12g15170					
Cz12g15190					
Cz12g15210					
Cz12g15220					
Cz12g15240					
Cz12g15250					
Cz12g16020					
Cz12g16030					
Cz12g16050					
Cz12g16090					
Cz12g16100					
Cz12g16110					
Cz12g16130					
Cz12g16150					
Cz12g16190					
Cz12g16200					
Cz12g16220					
Cz12g16310					
Cz12g16320					
Cz12g17030					
Cz12g17060					
Cz12g17080					
Cz12g17090					
Cz12g17100					
Cz12g17110					
Cz12g17120					
Cz12g17140					
Cz12g18010					
Cz12g18020					
Cz12g18040					
Cz12g18050					
Cz12g18060					
Cz12g18070					
Cz12g18100					
Cz12g18110					
Cz12g18120					
Cz12g18160					
Cz12g19030					
Cz12g19040					
Cz12g19070					
Cz12g19080					
Cz12g19090					
Cz12g19100					
Cz12g19130					
Cz12g19140					
Cz12g19150					
Cz12g19160					
Cz12g19170					
Cz12g19180					
Cz12g19190					
Cz12g19210					
Cz12g19250					
Cz12g19260					
Cz12g19270					
Cz12g20010					
Cz12g20020					
Cz12g20030					
Cz12g20050					
Cz12g20070					
Cz12g20080					
Cz12g20120					
Cz12g20130					
Cz12g20140					
Cz12g20150					
Cz12g20160					
Cz12g20190					
Cz12g20210					
Cz12g20230					
Cz12g20240					
Cz12g20250					
Cz12g20260					
Cz12g20270					
Cz12g20280					
Cz12g20300					
Cz12g21020					
Cz12g21040					
Cz12g21060					
Cz12g21070					
Cz12g21090					
Cz12g21100					
Cz12g21130					
Cz12g21140					
Cz12g21170					
Cz12g21190					
Cz12g21210					
Cz12g21230					
Cz12g21240					
Cz12g22010					
Cz12g22040					
Cz12g22070					
Cz12g22090					
Cz12g22110					
Cz12g22130					
Cz12g22140					
Cz12g22150					
Cz12g22160					
Cz12g22190					
Cz12g23010					
Cz12g23020					
Cz12g23030					
Cz12g23040					
Cz12g23080					
Cz12g23110					
Cz12g23130					
Cz12g23140					
Cz12g23160					
Cz12g23230					
Cz12g23240					
Cz12g23270					
Cz12g23280					
Cz12g23290					
Cz12g23300					
Cz12g24010					
Cz12g24020					
Cz12g24040					
Cz12g24050					
Cz12g24060					
Cz12g24080					
Cz12g24090					
Cz12g24100					
Cz12g24110					
Cz12g24120					
Cz12g24160					
Cz12g24170					
Cz12g24210					
Cz12g24220					
Cz12g24230					
Cz12g25010					
Cz12g25020					
Cz12g25050					
Cz12g25060					
Cz12g25080					
Cz12g25100					
Cz12g25110					
Cz12g25130					
Cz12g25140					
Cz12g25150					
Cz12g25170					
Cz12g25230					
Cz12g26010					
Cz12g26040					
Cz12g26050					
Cz12g26060					
Cz12g26070					
Cz12g26080					
Cz12g26100					
Cz12g26110					
Cz12g26120					
Cz12g26160					
Cz12g26180					
Cz12g26190					
Cz12g26200					
Cz12g26210					
Cz12g26230					
Cz12g26240					
Cz12g26250					
Cz12g26270					
Cz12g26280					
Cz12g26290					
Cz12g26300					
Cz12g26310					
Cz12g27030					
Cz12g27050					
Cz12g27060					
Cz12g27100					
Cz12g27130					
Cz12g27150					
Cz12g27200					
Cz12g27220					
Cz12g27230					
Cz12g27240					
Cz12g27250					
Cz12g27270					
Cz12g28010					
Cz12g28020					
Cz12g28030					
Cz12g28050					
Cz12g28060					
Cz12g28070					
Cz12g28080					
Cz12g28090					
Cz12g28140					
Cz12g28190					
Cz12g28200					
Cz12g28210					
Cz12g28220					
Cz13g00020					
Cz13g00030					
Cz13g00060					
Cz13g00070					
Cz13g00080					
Cz13g00100					
Cz13g00110					
Cz13g00130					
Cz13g00150					
Cz13g00170					
Cz13g00190					
Cz13g00200					
Cz13g00220					
Cz13g00230					
Cz13g00240					
Cz13g00250					
Cz13g00260					
Cz13g01010					
Cz13g01020					
Cz13g01040					
Cz13g01050					
Cz13g01060					
Cz13g01080					
Cz13g01090					
Cz13g01100					
Cz13g01110					
Cz13g01150					
Cz13g01160					
Cz13g01170					
Cz13g01180					
Cz13g01200					
Cz13g01240					
Cz13g01260					
Cz13g01270					
Cz13g02030					
Cz13g02080					
Cz13g02100					
Cz13g02120					
Cz13g02140					
Cz13g02150					
Cz13g02160					
Cz13g02180					
Cz13g02200					
Cz13g02220					
Cz13g02250					
Cz13g03020					
Cz13g03030					
Cz13g03040					
Cz13g03060					
Cz13g03070					
Cz13g03080					
Cz13g03090					
Cz13g03100					
Cz13g03110					
Cz13g03120					
Cz13g03130					
Cz13g03140					
Cz13g03170					
Cz13g03180					
Cz13g03190					
Cz13g03200					
Cz13g03210					
Cz13g03220					
Cz13g03230					
Cz13g03250					
Cz13g03260					
Cz13g03280					
Cz13g04010					
Cz13g04020					
Cz13g04060					
Cz13g04100					
Cz13g04120					
Cz13g04130					
Cz13g04140					
Cz13g04150					
Cz13g04160					
Cz13g04170					
Cz13g04180					
Cz13g04190					
Cz13g04220					
Cz13g04230					
Cz13g04240					
Cz13g04250					
Cz13g05010					
Cz13g05020					
Cz13g05040					
Cz13g05080					
Cz13g05090					
Cz13g05110					
Cz13g05120					
Cz13g05150					
Cz13g05160					
Cz13g05180					
Cz13g05190					
Cz13g05210					
Cz13g05220					
Cz13g05230					
Cz13g05240					
Cz13g05250					
Cz13g06020					
Cz13g06030					
Cz13g06050					
Cz13g06070					
Cz13g06080					
Cz13g06090					
Cz13g06100					
Cz13g06120					
Cz13g06130					
Cz13g06150					
Cz13g06160					
Cz13g06170					
Cz13g06180					
Cz13g06190					
Cz13g06200					
Cz13g06230					
Cz13g06260					
Cz13g07020					
Cz13g07040					
Cz13g07050					
Cz13g07060					
Cz13g07070					
Cz13g07090					
Cz13g07120					
Cz13g07130					
Cz13g07160					
Cz13g07200					
Cz13g07210					
Cz13g07220					
Cz13g07230					
Cz13g07240					
Cz13g07250					
Cz13g07260					
Cz13g07270					
Cz13g07280					
Cz13g07300					
Cz13g08030					
Cz13g08040					
Cz13g08050					
Cz13g08060					
Cz13g08070					
Cz13g08110					
Cz13g08140					
Cz13g08150					
Cz13g08160					
Cz13g08170					
Cz13g08190					
Cz13g08200					
Cz13g08210					
Cz13g08220					
Cz13g08230					
Cz13g08240					
Cz13g08250					
Cz13g08260					
Cz13g09010					
Cz13g09030					
Cz13g09040					
Cz13g09060					
Cz13g09080					
Cz13g09090					
Cz13g09100					
Cz13g09110					
Cz13g09130					
Cz13g09140					
Cz13g09150					
Cz13g09160					
Cz13g09170					
Cz13g09210					
Cz13g09220					
Cz13g09230					
Cz13g09240					
Cz13g09250					
Cz13g09260					
Cz13g09270					
Cz13g09280					
Cz13g10010					
Cz13g10020					
Cz13g10030					
Cz13g10040					
Cz13g10050					
Cz13g10110					
Cz13g10140					
Cz13g10150					
Cz13g10160					
Cz13g10170					
Cz13g10180					
Cz13g10200					
Cz13g10220					
Cz13g10230					
Cz13g10240					
Cz13g10250					
Cz13g10270					
Cz13g11010					
Cz13g11030					
Cz13g11040					
Cz13g11050					
Cz13g11060					
Cz13g11110					
Cz13g11130					
Cz13g11140					
Cz13g11150					
Cz13g11160					
Cz13g11180					
Cz13g11210					
Cz13g11220					
Cz13g11230					
Cz13g11240					
Cz13g11260					
Cz13g11270					
Cz13g11280					
Cz13g11300					
Cz13g11310					
Cz13g11340					
Cz13g11350					
Cz13g12010					
Cz13g12020					
Cz13g12030					
Cz13g12040					
Cz13g12060					
Cz13g12090					
Cz13g12100					
Cz13g12110					
Cz13g12120					
Cz13g12130					
Cz13g12140					
Cz13g12150					
Cz13g12170					
Cz13g12180					
Cz13g12200					
Cz13g12210					
Cz13g12220					
Cz13g12230					
Cz13g12240					
Cz13g12250					
Cz13g13010					
Cz13g13020					
Cz13g13040					
Cz13g13070					
Cz13g13080					
Cz13g13090					
Cz13g13130					
Cz13g13160					
Cz13g13180					
Cz13g13240					
Cz13g14010					
Cz13g14020					
Cz13g14030					
Cz13g14040					
Cz13g14050					
Cz13g14060					
Cz13g14070					
Cz13g14080					
Cz13g14090					
Cz13g14110					
Cz13g14120					
Cz13g14140					
Cz13g14150					
Cz13g14180					
Cz13g14200					
Cz13g14210					
Cz13g14240					
Cz13g15010					
Cz13g15020					
Cz13g15030					
Cz13g15040					
Cz13g15070					
Cz13g15090					
Cz13g15100					
Cz13g15120					
Cz13g15130					
Cz13g15150					
Cz13g15160					
Cz13g15170					
Cz13g15180					
Cz13g15210					
Cz13g15220					
Cz13g15250					
Cz13g16060					
Cz13g16070					
Cz13g16080					
Cz13g16090					
Cz13g16100					
Cz13g16120					
Cz13g16130					
Cz13g16140					
Cz13g16150					
Cz13g16160					
Cz13g16190					
Cz13g16220					
Cz13g16230					
Cz13g16240					
Cz13g16250					
Cz13g17010					
Cz13g17020					
Cz13g17030					
Cz13g17040					
Cz13g17050					
Cz13g17060					
Cz13g17070					
Cz13g17080					
Cz13g17100					
Cz13g17130					
Cz13g17140					
Cz13g17150					
Cz13g17170					
Cz13g17220					
Cz13g17230					
Cz13g17240					
Cz13g17250					
Cz13g17290					
Cz13g18010					
Cz13g18020					
Cz13g18030					
Cz13g18050					
Cz13g18060					
Cz13g18070					
Cz13g18080					
Cz13g18100					
Cz13g18120					
Cz13g18140					
Cz13g18150					
Cz13g18160					
Cz13g18170					
Cz13g18180					
Cz13g18190					
Cz13g18200					
Cz13g18210					
Cz13g18220					
Cz13g18260					
Cz13g18270					
Cz13g18280					
Cz13g18290					
Cz13g19030					
Cz13g19050					
Cz13g19060					
Cz13g19070					
Cz13g19080					
Cz13g19110					
Cz13g19130					
Cz13g19140					
Cz13g19150					
Cz13g19160					
Cz13g19170					
Cz13g19230					
Cz13g19240					
Cz13g20010					
Cz13g20020					
Cz13g20030					
Cz13g20050					
Cz13g20060					
Cz13g20070					
Cz13g20080					
Cz14g00020					
Cz14g00030					
Cz14g00040					
Cz14g00080					
Cz14g00090					
Cz14g00100					
Cz14g00110					
Cz14g00120					
Cz14g00140					
Cz14g00160					
Cz14g00170					
Cz14g00190					
Cz14g00210					
Cz14g00220					
Cz14g00230					
Cz14g00240					
Cz14g00290					
Cz14g01010					
Cz14g01020					
Cz14g01030					
Cz14g01050					
Cz14g01055					
Cz14g01060					
Cz14g01100					
Cz14g01110					
Cz14g01120					
Cz14g01130					
Cz14g01140					
Cz14g01150					
Cz14g01160					
Cz14g01170					
Cz14g01190					
Cz14g01210					
Cz14g01240					
Cz14g01260					
Cz14g01280					
Cz14g02050					
Cz14g02070					
Cz14g02080					
Cz14g02100					
Cz14g02110					
Cz14g02120					
Cz14g02130					
Cz14g02140					
Cz14g02160					
Cz14g02170					
Cz14g02190					
Cz14g02210					
Cz14g02220					
Cz14g03020					
Cz14g03040					
Cz14g03050					
Cz14g03070					
Cz14g03080					
Cz14g03090					
Cz14g03100					
Cz14g03120					
Cz14g03130					
Cz14g03140					
Cz14g03190					
Cz14g03200					
Cz14g03210					
Cz14g03220					
Cz14g04010					
Cz14g04020					
Cz14g04030					
Cz14g04060					
Cz14g04070					
Cz14g04080					
Cz14g04100					
Cz14g04120					
Cz14g04130					
Cz14g04160					
Cz14g04170					
Cz14g04190					
Cz14g04200					
Cz14g04210					
Cz14g04220					
Cz14g05010					
Cz14g05030					
Cz14g05040					
Cz14g05100					
Cz14g05110					
Cz14g05120					
Cz14g05140					
Cz14g05160					
Cz14g05170					
Cz14g05180					
Cz14g05200					
Cz14g05210					
Cz14g05220					
Cz14g05240					
Cz14g06020					
Cz14g06030					
Cz14g06040					
Cz14g07010					
Cz14g07030					
Cz14g07050					
Cz14g07060					
Cz14g07070					
Cz14g07110					
Cz14g07120					
Cz14g07130					
Cz14g07150					
Cz14g07160					
Cz14g07170					
Cz14g07180					
Cz14g08010					
Cz14g08020					
Cz14g08030					
Cz14g08040					
Cz14g08050					
Cz14g08060					
Cz14g08080					
Cz14g08090					
Cz14g08110					
Cz14g08130					
Cz14g08170					
Cz14g08180					
Cz14g08200					
Cz14g08210					
Cz14g08230					
Cz14g08240					
Cz14g08250					
Cz14g08260					
Cz14g08280					
Cz14g08290					
Cz14g08300					
Cz14g08320					
Cz14g09020					
Cz14g09030					
Cz14g09040					
Cz14g09050					
Cz14g09060					
Cz14g09070					
Cz14g09090					
Cz14g09100					
Cz14g09110					
Cz14g09140					
Cz14g09150					
Cz14g09160					
Cz14g09170					
Cz14g09190					
Cz14g09200					
Cz14g09220					
Cz14g10010					
Cz14g10020					
Cz14g10030					
Cz14g10050					
Cz14g10060					
Cz14g10070					
Cz14g10080					
Cz14g10090					
Cz14g10100					
Cz14g10110					
Cz14g10120					
Cz14g10150					
Cz14g10180					
Cz14g10190					
Cz14g10200					
Cz14g10210					
Cz14g10220					
Cz14g10230					
Cz14g10240					
Cz14g10250					
Cz14g10260					
Cz14g10270					
Cz14g10280					
Cz14g11010					
Cz14g11040					
Cz14g11050					
Cz14g11100					
Cz14g11140					
Cz14g11160					
Cz14g11170					
Cz14g11200					
Cz14g11210					
Cz14g11220					
Cz14g11230					
Cz14g11240					
Cz14g11250					
Cz14g11260					
Cz14g11270					
Cz14g12020					
Cz14g12040					
Cz14g12070					
Cz14g12100					
Cz14g12110					
Cz14g12150					
Cz14g12220					
Cz14g12230					
Cz14g12240					
Cz14g12250					
Cz14g12260					
Cz14g13020					
Cz14g13030					
Cz14g13050					
Cz14g13080					
Cz14g13090					
Cz14g13160					
Cz14g13170					
Cz14g13190					
Cz14g13200					
Cz14g13210					
Cz14g13230					
Cz14g13250					
Cz14g14020					
Cz14g14030					
Cz14g14040					
Cz14g14050					
Cz14g14060					
Cz14g14090					
Cz14g14100					
Cz14g14110					
Cz14g14120					
Cz14g14140					
Cz14g14160					
Cz14g14170					
Cz14g14230					
Cz14g14240					
Cz14g14250					
Cz14g15030					
Cz14g15050					
Cz14g15080					
Cz14g15110					
Cz14g15130					
Cz14g15150					
Cz14g15160					
Cz14g15180					
Cz14g15190					
Cz14g15200					
Cz14g15220					
Cz14g15230					
Cz14g16015					
Cz14g16040					
Cz14g16060					
Cz14g16070					
Cz14g16100					
Cz14g16120					
Cz14g16160					
Cz14g16170					
Cz14g17020					
Cz14g17030					
Cz14g17040					
Cz14g17060					
Cz14g17090					
Cz14g17110					
Cz14g17120					
Cz14g17140					
Cz14g17150					
Cz14g17160					
Cz14g17170					
Cz14g17180					
Cz14g17190					
Cz14g17200					
Cz14g17210					
Cz14g17220					
Cz14g17250					
Cz14g17260					
Cz14g18010					
Cz14g18050					
Cz14g18070					
Cz14g18080					
Cz14g18090					
Cz14g18120					
Cz14g18130					
Cz14g18150					
Cz14g18160					
Cz14g18190					
Cz14g18210					
Cz14g18250					
Cz14g18280					
Cz14g19040					
Cz14g19050					
Cz14g19060					
Cz14g19070					
Cz14g19080					
Cz14g19090					
Cz14g19110					
Cz14g19130					
Cz14g19150					
Cz14g19160					
Cz14g19170					
Cz14g19180					
Cz14g19220					
Cz14g19230					
Cz14g19250					
Cz14g19260					
Cz14g19280					
Cz14g19290					
Cz14g19300					
Cz14g19340					
Cz14g20050					
Cz14g20100					
Cz14g20110					
Cz14g20120					
Cz14g20130					
Cz14g20140					
Cz14g20160					
Cz14g20190					
Cz14g20220					
Cz14g20240					
Cz14g20250					
Cz14g21010					
Cz14g21020					
Cz14g21030					
Cz14g21040					
Cz14g21070					
Cz14g21080					
Cz14g21100					
Cz14g21110					
Cz14g21120					
Cz14g21130					
Cz14g21140					
Cz14g21160					
Cz14g21170					
Cz14g21180					
Cz14g21200					
Cz14g21210					
Cz14g21240					
Cz14g22010					
Cz14g22020					
Cz14g22030					
Cz14g22050					
Cz14g22060					
Cz14g22100					
Cz14g22110					
Cz14g22120					
Cz14g22140					
Cz14g22150					
Cz14g22200					
Cz14g22210					
Cz14g22220					
Cz14g22230					
Cz14g22240					
Cz14g22260					
Cz14g23010					
Cz14g23020					
Cz14g23030					
Cz14g23040					
Cz14g23050					
Cz14g23060					
Cz14g23070					
Cz14g23080					
Cz14g23090					
Cz14g23120					
Cz14g23130					
Cz14g23150					
Cz14g23200					
Cz14g23210					
Cz14g23240					
Cz14g23250					
Cz14g23260					
Cz14g23270					
Cz14g23280					
Cz14g23300					
Cz14g23310					
Cz14g23340					
Cz14g24010					
Cz14g24020					
Cz14g24040					
Cz14g24050					
Cz14g24060					
Cz14g24070					
Cz14g24080					
Cz14g24090					
Cz14g24120					
Cz14g24140					
Cz14g24150					
Cz14g24160					
Cz14g24170					
Cz14g24180					
Cz14g24190					
Cz14g24200					
Cz14g24210					
Cz14g24220					
Cz14g24230					
Cz14g24250					
Cz14g24260					
Cz14g24270					
Cz14g24290					
Cz14g25050					
Cz14g25090					
Cz14g25120					
Cz14g25140					
Cz14g25150					
Cz14g25160					
Cz14g25170					
Cz14g25180					
Cz14g25190					
Cz14g25200					
Cz14g25210					
Cz14g26020					
Cz14g26030					
Cz14g26040					
Cz14g26060					
Cz14g26070					
Cz14g26080					
Cz14g26090					
Cz14g26100					
Cz14g26110					
Cz15g00020					
Cz15g00030					
Cz15g00050					
Cz15g00060					
Cz15g00070					
Cz15g00080					
Cz15g00090					
Cz15g00120					
Cz15g00130					
Cz15g00140					
Cz15g00150					
Cz15g00160					
Cz15g00170					
Cz15g00190					
Cz15g00210					
Cz15g00220					
Cz15g00230					
Cz15g00240					
Cz15g00260					
Cz15g00270					
Cz15g00280					
Cz15g00300					
Cz15g00310					
Cz15g01010					
Cz15g01040					
Cz15g01070					
Cz15g01080					
Cz15g01100					
Cz15g01120					
Cz15g01140					
Cz15g01150					
Cz15g01160					
Cz15g01170					
Cz15g01200					
Cz15g01210					
Cz15g01220					
Cz15g01230					
Cz15g01240					
Cz15g01250					
Cz15g01260					
Cz15g02020					
Cz15g02030					
Cz15g02060					
Cz15g02070					
Cz15g02080					
Cz15g02090					
Cz15g02110					
Cz15g02130					
Cz15g02140					
Cz15g02150					
Cz15g02170					
Cz15g02180					
Cz15g02190					
Cz15g02200					
Cz15g03010					
Cz15g03020					
Cz15g03030					
Cz15g03040					
Cz15g03050					
Cz15g03090					
Cz15g03100					
Cz15g03110					
Cz15g03120					
Cz15g03150					
Cz15g03190					
Cz15g03200					
Cz15g03230					
Cz15g04010					
Cz15g04030					
Cz15g04050					
Cz15g04060					
Cz15g04070					
Cz15g04110					
Cz15g04120					
Cz15g04130					
Cz15g04140					
Cz15g04150					
Cz15g04160					
Cz15g04190					
Cz15g04200					
Cz15g04220					
Cz15g04230					
Cz15g04240					
Cz15g05010					
Cz15g05020					
Cz15g05030					
Cz15g05070					
Cz15g05110					
Cz15g05120					
Cz15g05130					
Cz15g05140					
Cz15g05150					
Cz15g05160					
Cz15g05170					
Cz15g05180					
Cz15g05190					
Cz15g06020					
Cz15g06030					
Cz15g06040					
Cz15g06050					
Cz15g06060					
Cz15g06090					
Cz15g06100					
Cz15g06110					
Cz15g06140					
Cz15g06160					
Cz15g06170					
Cz15g06180					
Cz15g06190					
Cz15g06200					
Cz15g06210					
Cz15g07010					
Cz15g07020					
Cz15g07030					
Cz15g07040					
Cz15g07060					
Cz15g07070					
Cz15g07090					
Cz15g07100					
Cz15g07110					
Cz15g07120					
Cz15g07130					
Cz15g07140					
Cz15g07150					
Cz15g07160					
Cz15g07200					
Cz15g07220					
Cz15g07230					
Cz15g07250					
Cz15g07260					
Cz15g08020					
Cz15g08030					
Cz15g08080					
Cz15g08090					
Cz15g08100					
Cz15g08120					
Cz15g08130					
Cz15g08150					
Cz15g08160					
Cz15g08190					
Cz15g08200					
Cz15g08230					
Cz15g08250					
Cz15g08260					
Cz15g08270					
Cz15g08280					
Cz15g09010					
Cz15g09030					
Cz15g09070					
Cz15g09090					
Cz15g09120					
Cz15g09130					
Cz15g09140					
Cz15g09160					
Cz15g09170					
Cz15g09180					
Cz15g09200					
Cz15g09210					
Cz15g09220					
Cz15g09230					
Cz15g09250					
Cz15g09260					
Cz15g09270					
Cz15g09280					
Cz15g10010					
Cz15g10040					
Cz15g10055					
Cz15g10080					
Cz15g10090					
Cz15g10120					
Cz15g10130					
Cz15g10140					
Cz15g10160					
Cz15g10180					
Cz15g10190					
Cz15g10220					
Cz15g10230					
Cz15g10240					
Cz15g10250					
Cz15g10260					
Cz15g10290					
Cz15g10300					
Cz15g10350					
Cz15g10370					
Cz15g11020					
Cz15g11030					
Cz15g11040					
Cz15g11050					
Cz15g11060					
Cz15g11070					
Cz15g11080					
Cz15g11100					
Cz15g11110					
Cz15g11120					
Cz15g11130					
Cz15g11150					
Cz15g11170					
Cz15g11180					
Cz15g11190					
Cz15g11220					
Cz15g11230					
Cz15g11240					
Cz15g11250					
Cz15g11260					
Cz15g11270					
Cz15g12030					
Cz15g12060					
Cz15g12070					
Cz15g12080					
Cz15g12090					
Cz15g12100					
Cz15g12110					
Cz15g12120					
Cz15g12160					
Cz15g12170					
Cz15g12200					
Cz15g12210					
Cz15g12220					
Cz15g12230					
Cz15g13010					
Cz15g13020					
Cz15g13030					
Cz15g13040					
Cz15g13050					
Cz15g13060					
Cz15g13070					
Cz15g13080					
Cz15g13090					
Cz15g13100					
Cz15g13110					
Cz15g13120					
Cz15g13130					
Cz15g13140					
Cz15g13160					
Cz15g13190					
Cz15g13200					
Cz15g13210					
Cz15g13280					
Cz15g14010					
Cz15g14040					
Cz15g14060					
Cz15g14070					
Cz15g14080					
Cz15g14090					
Cz15g14100					
Cz15g14110					
Cz15g15010					
Cz15g15020					
Cz15g15030					
Cz15g15050					
Cz15g15060					
Cz15g15070					
Cz15g15080					
Cz15g15090					
Cz15g15100					
Cz15g15130					
Cz15g15150					
Cz15g15160					
Cz15g15170					
Cz15g15180					
Cz15g15190					
Cz15g16010					
Cz15g16030					
Cz15g16040					
Cz15g16050					
Cz15g16070					
Cz15g16080					
Cz15g16100					
Cz15g16110					
Cz15g16120					
Cz15g16160					
Cz15g16170					
Cz15g17020					
Cz15g17040					
Cz15g17050					
Cz15g17060					
Cz15g17070					
Cz15g17090					
Cz15g17120					
Cz15g17130					
Cz15g17140					
Cz15g18010					
Cz15g18020					
Cz15g18030					
Cz15g18040					
Cz15g18050					
Cz15g18060					
Cz15g18070					
Cz15g18080					
Cz15g18100					
Cz15g18110					
Cz15g18120					
Cz15g18130					
Cz15g18170					
Cz15g18180					
Cz15g19020					
Cz15g19030					
Cz15g19040					
Cz15g19060					
Cz15g19080					
Cz15g19090					
Cz15g19100					
Cz15g19110					
Cz15g19120					
Cz15g19130					
Cz15g20010					
Cz15g20020					
Cz15g20040					
Cz15g20050					
Cz15g20060					
Cz15g20070					
Cz15g20090					
Cz15g20100					
