Gene ID	GO	ENZYME	PANTHER	PFAM
Phatr3_EG02309	GO:0055114 GO:0003824 GO:0008152 GO:0016624		PTHR11624 PTHR11624:SF76	PF00676 PF02779 PF02780
Phatr3_J12411	GO:0016853 GO:0006457 GO:0000413 GO:0003755		PTHR43811 PTHR43811:SF19	PF00254
Phatr3_J45943	GO:0005515 GO:0016020 GO:0016021			
Phatr3_J46007	GO:0005524 GO:0003677		PTHR10799 PTHR10799:SF864	PF00176 PF00271
Phatr3_EG02307	GO:0016020 GO:0016021		PTHR21148 PTHR21148:SF25	
Phatr3_J35859	GO:0046983			
Phatr3_J35680	GO:0003899 GO:0006351 GO:0003723 GO:0003676		PTHR12709 PTHR12709:SF4	PF00575 PF03876
Phatr3_J35640	GO:0005515			
Phatr3_J45875	GO:0005542 GO:0016740 GO:0008152	2.1.2.5	PTHR12234 PTHR12234:SF1	PF07837
Phatr3_J35587	GO:0016020 GO:0055085 GO:0015297 GO:0006855 GO:0015238 GO:0016021		PTHR42893 PTHR42893:SF4	PF01554
Phatr3_J45879	GO:0005515		PTHR44149 PTHR44149:SF1	PF01535
Phatr3_J45741	GO:0005515		PTHR35482	
Phatr3_J12373	GO:0050660 GO:0009055		PTHR43153 PTHR43153:SF1	PF00766 PF01012
Phatr3_J45921	GO:0045454 GO:0005623		PTHR13871 PTHR13871:SF7	PF13905
Phatr3_J45830	GO:0003858 GO:0055114 GO:0016491 GO:0008152 GO:0016020 GO:0016021		PTHR43313 PTHR43313:SF6	PF00106
Phatr3_J45950	GO:0016020 GO:0016021			
Phatr3_J12331	GO:0003993 GO:0016787 GO:0046872		PTHR22953 PTHR22953:SF41	PF00149 PF14008
Phatr3_J45899	GO:0005515		PTHR11260 PTHR11260:SF493	
Phatr3_J45792	GO:0000145 GO:0090522		PTHR14146	
Phatr3_J45727	GO:0003676 GO:0005524		PTHR24031 PTHR24031:SF91	PF00270 PF00271
Phatr3_J45906	GO:0008152 GO:0016787 GO:0005634 GO:0004407 GO:0032041 GO:0006325 GO:0016575 GO:0070932		PTHR10625 PTHR10625:SF177	PF00850
Phatr3_J12384	GO:0008033 GO:0017150 GO:0050660 GO:0055114 GO:0003824		PTHR11082 PTHR11082:SF4	PF01207
Phatr3_J45770	GO:0016020 GO:0016021		PTHR13871 PTHR13871:SF7	PF13905
Phatr3_J12329	GO:0016740 GO:0008152 GO:0016757		PTHR43646 PTHR43646:SF2	PF00535
Phatr3_J35819	GO:0004362 GO:0016668 GO:0006749 GO:0055114 GO:0016491 GO:0050661 GO:0050660 GO:0045454 GO:0009055 GO:0022900 GO:0098869 GO:0005737	1.8.1.7	PTHR42737 PTHR42737:SF3	PF02852 PF07992
Phatr3_J45936	GO:0055114 GO:0016491 GO:0008152 GO:0071949		PTHR13789	PF01423 PF01494 PF13450
Phatr3_J12379	GO:0016021		PTHR11266 PTHR11266:SF16	PF04117
Phatr3_J45927	GO:0004518 GO:0016788 GO:0046872 GO:0016787 GO:0005634 GO:0090305 GO:0006281 GO:0006974 GO:0004528 GO:0036297		PTHR15749 PTHR15749:SF4	PF08774
Phatr3_J54495	GO:0034755 GO:0005381 GO:0016021 GO:0016020		PTHR11660 PTHR11660:SF57	PF06963
Phatr3_J35637	GO:0055114 GO:0016491 GO:0008152 GO:0016020 GO:0016021		PTHR42890	PF00106 PF16363
Phatr3_J35498	GO:0016020 GO:0016021			
Phatr3_J45764	GO:0003712 GO:0006355 GO:0008270 GO:0046872 GO:0005634 GO:0016573 GO:0004402 GO:0005515		PTHR13808 PTHR13808:SF1	PF00439 PF00628 PF02135 PF08214 PF16987
Phatr3_J46001	GO:0000287 GO:0016740 GO:0006096 GO:0003824 GO:0004743 GO:0016301 GO:0016310 GO:0030955	2.7.1.40	PTHR11817 PTHR11817:SF39	PF00224 PF02887
Phatr3_J35582	GO:0005509 GO:0016020 GO:0016021			PF00036
Phatr3_J45989	GO:0006396 GO:0005622 GO:0005634 GO:0000398 GO:0005515		PTHR11246 PTHR11246:SF1	PF06424 PF14559
Phatr3_J45914	GO:0043564 GO:0042162 GO:0006303 GO:0003676 GO:0003677 GO:0032508 GO:0003684 GO:0005634 GO:0000723 GO:0004003		PTHR12604 PTHR12604:SF2	PF02037 PF02735 PF03730
Phatr3_J41969	GO:0016740 GO:0003824 GO:0008152 GO:0016746 GO:0016747		PTHR43853 PTHR43853:SF8	PF00108 PF02803
Phatr3_J45776	GO:0005634 GO:0051168		PTHR11223 PTHR11223:SF3	PF08389
Phatr3_J12355	GO:0005622 GO:0006412 GO:0003735 GO:0005840		PTHR44923	PF00542
Phatr3_J45816	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0003924 GO:0005525 GO:0051258 GO:0005634		PTHR10015 PTHR10015:SF220	PF00447 PF09585
Phatr3_J54494	GO:0004300 GO:0003824 GO:0008152 GO:0016829		PTHR11941 PTHR11941:SF10	PF00378
Phatr3_J12533	GO:0004452 GO:0008299 GO:0016787	5.3.3.2	PTHR10885 PTHR10885:SF0	PF00293
Phatr3_J12262	GO:0016021		PTHR11266 PTHR11266:SF17	PF04117
Phatr3_J45757	GO:0016020 GO:0016021		PTHR33987 PTHR33987:SF1	PF09423
Phatr3_J12452	GO:0016020 GO:0016021 GO:0000166 GO:0005524 GO:0046872 GO:0016787 GO:0006754 GO:0016887 GO:0006812 GO:0098655 GO:0019829 GO:0006811 GO:0008553 GO:0120029 GO:0005886		PTHR42861 PTHR42861:SF31	PF00122 PF00690 PF00702
Phatr3_EG02306	GO:0005737 GO:0006508 GO:0008233 GO:0016787 GO:0005634 GO:0000502 GO:0004175 GO:0004298 GO:0005839 GO:0051603		PTHR11599 PTHR11599:SF44	PF00227
Phatr3_J45723	GO:0005506 GO:0055114 GO:0016491 GO:0016706 GO:0016705 GO:0031418 GO:0046872		PTHR12907 PTHR12907:SF26	PF13640
Phatr3_J45895	GO:0006629 GO:0016787 GO:0016020 GO:0016021			PF01764
Phatr3_J12516	GO:0008270 GO:0046872		PTHR12930	PF00642 PF13923
Phatr3_J45887	GO:0016020 GO:0016021		PTHR30249	PF04172
Phatr3_EG02310	GO:0006437 GO:0004831 GO:0000166 GO:0005524 GO:0005737 GO:0003723 GO:0006412 GO:0016874 GO:0004812 GO:0006418 GO:0035091	6.1.1.1	PTHR11766 PTHR11766:SF0	PF00579
Phatr3_J45952	GO:0016020 GO:0016021			
Phatr3_J45863	GO:0003684 GO:0005634 GO:0006289		PTHR10142	PF05181
Phatr3_J45734				
Phatr3_J45874	GO:0008270 GO:0046872 GO:0016020 GO:0016021		PTHR22765	PF13639
Phatr3_J35561	GO:0000166 GO:0003676 GO:0003723			PF00076
Phatr3_J45982	GO:0016020 GO:0016021		PTHR12242	
Phatr3_J12501	GO:0003951 GO:0006741 GO:0019674	2.7.1.23	PTHR20275	PF01513
Phatr3_J35659	GO:0008152 GO:0016787		PTHR18901 PTHR18901:SF38	PF13419
Phatr3_J45986	GO:0005509		PTHR10891	PF13202 PF13499
Phatr3_EG00991	GO:0006355 GO:0003700		PTHR22952	PF00170
Phatr3_J45919	GO:0016020 GO:0016021	5.2.1.14	PTHR33591 PTHR33591:SF2	PF13225
Phatr3_J35509	GO:0055114 GO:0016491 GO:0016705 GO:0016117 GO:0016166	1.3.5.5	PTHR42923 PTHR42923:SF4	PF01593
Phatr3_J46011	GO:0003677			
Phatr3_J12339	GO:0004672 GO:0006468 GO:0005524 GO:0004712 GO:0007093 GO:0051304		PTHR22974 PTHR22974:SF21	PF00069
Phatr3_J20262	GO:0000166 GO:0005524 GO:0004672 GO:0006468 GO:0016772 GO:0004674		PTHR24056 PTHR24056:SF185	PF00069
Phatr3_J45910	GO:0016020 GO:0016021			
Phatr3_J20331	GO:0016021 GO:0005509 GO:0015979 GO:0009523 GO:0009654 GO:0019898 GO:0042549 GO:0009279 GO:0010207 GO:0055114 GO:0010242		PTHR34058 PTHR34058:SF2	PF01716
Phatr3_J45785	GO:0005515		PTHR44149	PF13812
Phatr3_J46013	GO:0005515			
Phatr3_J35616	GO:0016020 GO:0016021			
Phatr3_J12280	GO:0008152 GO:0008168 GO:0032259		PTHR42912	PF13649 PF13847
Phatr3_J45912	GO:0016020 GO:0016021		PTHR33829 PTHR33829:SF1	
Phatr3_J20183	GO:0006086 GO:0004739 GO:0055114 GO:0016491 GO:0003824 GO:0008152 GO:0005739 GO:0006096 GO:0005759	1.2.4.1	PTHR11624 PTHR11624:SF94	PF02779 PF02780
Phatr3_J20332	GO:0055114 GO:0016491 GO:0016706		PTHR10209 PTHR10209:SF216	
Phatr3_J35580	GO:0016462 GO:0005737 GO:0008152	3.6.1.1	PTHR12112 PTHR12112:SF22	PF01368 PF02833
Phatr3_J20227	GO:0000502 GO:0005515		PTHR10410 PTHR10410:SF5	PF01398 PF13012
Phatr3_J45846	GO:0009507 GO:0055114 GO:0046422	1.23.5.1	PTHR33970 PTHR33970:SF1	PF07137
Phatr3_J35642	GO:0000818			PF03980
Phatr3_J35556	GO:0006606 GO:0005643 GO:0005622		PTHR18898	PF07926
Phatr3_J12451	GO:0016311 GO:0002953	3.1.3.89	PTHR11845	PF13023
Phatr3_J45824	GO:0016020 GO:0016021		PTHR22950	PF01490
Phatr3_J54476	GO:0004328 GO:0008152 GO:0016787 GO:0016811		PTHR31891 PTHR31891:SF1	PF03069
Phatr3_J35623	GO:0008152 GO:0016787		PTHR22769	PF00293
Phatr3_J20318	GO:0016740 GO:0000166 GO:0005524 GO:0003824 GO:0008152 GO:0008641		PTHR10953 PTHR10953:SF102	PF00899
Phatr3_J45969	GO:0016020 GO:0016021		PTHR22950 PTHR22950:SF308	PF01490
Phatr3_J12520	GO:0016020 GO:0016021 GO:0006810 GO:0055085 GO:0005215 GO:0022857		PTHR23503 PTHR23503:SF8	PF00083
Phatr3_J45959	GO:0016020 GO:0016021		PTHR33987 PTHR33987:SF1	PF09423
Phatr3_J45841	GO:0018342 GO:0008318		PTHR11129 PTHR11129:SF1	PF01239
Phatr3_J45961	GO:0003824 GO:0006508 GO:0004252 GO:0016020 GO:0016021		PTHR24276 PTHR24276:SF65	PF00089
Phatr3_J35647	GO:0055114 GO:0004392 GO:0006788 GO:0016020 GO:0016021	1.14.14.18		PF01126
Phatr3_J35691	GO:0004789 GO:0003824 GO:0009228	2.5.1.3	PTHR20857	PF02581
Phatr3_J45968	GO:0005634 GO:0003677		PTHR13711	PF00505
Phatr3_J54499	GO:0005509 GO:0015979 GO:0009523 GO:0009654 GO:0019898			
Phatr3_J45980	GO:0016740 GO:0008152 GO:0016757 GO:0016020 GO:0016021	2.4.1.117	PTHR10859 PTHR10859:SF91	PF00535
Phatr3_J45911	GO:0005515		PTHR43928	PF00226 PF12796
Phatr3_J35810	GO:0016020 GO:0016021		PTHR15371 PTHR15371:SF0	PF02466
Phatr3_EG02029	GO:0016020 GO:0016021			
Phatr3_J46003	GO:0046983			
Phatr3_J45926	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_EG02026	GO:0005737 GO:0006508 GO:0006511 GO:0008233 GO:0016787 GO:0005634 GO:0000502 GO:0004175 GO:0004298 GO:0005839 GO:0019773 GO:0051603		PTHR11599 PTHR11599:SF12	PF00227 PF10584
Phatr3_J35853	GO:0003676 GO:0015074		PTHR44381 PTHR44381:SF3	
Phatr3_J35504	GO:0006260 GO:0000811		PTHR12914	
Phatr3_J45840	GO:0005685 GO:0000387 GO:0008270 GO:0000398 GO:0005515 GO:0046872		PTHR31148	PF00397 PF06220
Phatr3_J45898	GO:0005524 GO:0003676 GO:0008152 GO:0016787 GO:0004386		PTHR24031 PTHR24031:SF210	PF00270 PF00271
Phatr3_J35746	GO:0016020 GO:0016021			
Phatr3_EG00999	GO:0005515		PTHR27008	PF13855
Phatr3_J45818	GO:0016021 GO:0055085 GO:0016020		PTHR23528 PTHR23528:SF1	PF07690
Phatr3_J54478	GO:0006097 GO:0004474 GO:0016740 GO:0003824 GO:0006099	2.3.3.9	PTHR42902 PTHR42902:SF1	PF01274
Phatr3_J12436	GO:0019205 GO:0016740 GO:0005524 GO:0016301 GO:0016310 GO:0006139 GO:0005509	2.7.4.3	PTHR23359 PTHR23359:SF104	PF00406
Phatr3_J35832	GO:0004499 GO:0055114 GO:0016491 GO:0004497 GO:0050661 GO:0050660		PTHR23023	PF00743
Phatr3_J45807	GO:0031929 GO:0031931		PTHR12848	
Phatr3_J12420	GO:0003824 GO:0008152 GO:0001676 GO:0004467 GO:0016874		PTHR43813 PTHR43813:SF1	PF00501
Phatr3_J45850	GO:0070403		PTHR11085 PTHR11085:SF3	PF02146
Phatr3_EG02305	GO:0005524 GO:0003677		PTHR10799 PTHR10799:SF834	PF00176 PF00271 PF13923
Phatr3_J45834	GO:0005515			
Phatr3_J12330	GO:0008685 GO:0008299 GO:0016114 GO:0016829	4.6.1.12	PTHR43181	PF02542
Phatr3_J45800	GO:0055114 GO:0008270 GO:0016491		PTHR44013 PTHR44013:SF1	PF08240
Phatr3_J50914	GO:0055114 GO:0016491 GO:0003824 GO:0010181		PTHR22893 PTHR22893:SF14	PF00724
Phatr3_J35568	GO:0016020 GO:0016021			
Phatr3_J35545	GO:0016020 GO:0016021			
Phatr3_J45854	GO:0006810 GO:0005643 GO:0006913 GO:0017056		PTHR23198 PTHR23198:SF6	PF04096 PF12110 PF13634
Phatr3_J12416	GO:0016661 GO:0055114 GO:0005737 GO:0016491 GO:0003824 GO:0051536	1.7.99.1	PTHR30109 PTHR30109:SF0	PF03063
Phatr3_J45913	GO:0016020 GO:0016021		PTHR27000	
Phatr3_J35625	GO:0016020 GO:0016021 GO:0006810 GO:0022857		PTHR24089 PTHR24089:SF344	PF00153
Phatr3_J12366	GO:0000166 GO:0003676 GO:0003723		PTHR23147 PTHR23147:SF1	PF00076
Phatr3_J46015	GO:0046872 GO:0009055 GO:0051536 GO:0005515 GO:0022900		PTHR23426 PTHR23426:SF34	PF00111
Phatr3_EG02028	GO:0003676 GO:0005524		PTHR24031 PTHR24031:SF219	PF00270 PF00271
Phatr3_J45758	GO:0005506 GO:0055114 GO:0016491 GO:0010181		PTHR19384	PF00175 PF00258 PF00667
Phatr3_J45902	GO:0016020 GO:0016021		PTHR13439	PF03798
Phatr3_J35595	GO:0016020 GO:0016021		PTHR13620 PTHR13620:SF31	
Phatr3_J35525	GO:0016020 GO:0016021			
Phatr3_J54486	GO:0016020 GO:0055114 GO:0016021 GO:0008270 GO:0046872 GO:0016491		PTHR11972	PF01794 PF08022 PF08030 PF13639
Phatr3_J35508	GO:0005515 GO:0016020 GO:0016021		PTHR44474 PTHR44474:SF1	PF00627
Phatr3_J12354	GO:0005622 GO:0006412 GO:0003735 GO:0005840		PTHR44923	PF00542
Phatr3_EG00951	GO:0048188 GO:0045322		PTHR12321 PTHR12321:SF99	PF00628 PF08429
Phatr3_J45939	GO:0016021 GO:0016020		PTHR13439 PTHR13439:SF0	PF03798
Phatr3_J45845	GO:0055114 GO:0016491 GO:0008152 GO:0071949 GO:0016020 GO:0016021		PTHR13789 PTHR13789:SF245	PF01494
Phatr3_J45851	GO:0016853 GO:0006457 GO:0000413 GO:0003755 GO:0016020 GO:0016021		PTHR33344 PTHR33344:SF5	PF00160
Phatr3_J45886	GO:0003989 GO:0006633 GO:0008152 GO:0016874 GO:0009317		PTHR43842	PF01039
Phatr3_J45794	GO:0005509 GO:0016020 GO:0016021			PF13202 PF13833
Phatr3_J27429	GO:0003913 GO:0016829 GO:0006281		PTHR11455 PTHR11455:SF9	PF00875 PF03441
Phatr3_J45995	GO:0008270 GO:0046872 GO:0006508 GO:0008233 GO:0016787 GO:0008237			PF05572
Phatr3_J35733	GO:0034219 GO:0015144 GO:0016021 GO:0016020		PTHR16119 PTHR16119:SF17	PF07857
Phatr3_J35638	GO:0055114 GO:0016491		PTHR43249	PF01408
Phatr3_J20547	GO:0004160 GO:0003677 GO:0003824 GO:0008152 GO:0009082	4.2.1.9	PTHR21000 PTHR21000:SF5	PF00920
Phatr3_J12757	GO:0004022 GO:0055114 GO:0008270 GO:0046872 GO:0016491		PTHR43401 PTHR43401:SF2	PF00107 PF08240
Phatr3_J12808	GO:0009308 GO:0008131 GO:0055114 GO:0046872 GO:0016491 GO:0005507 GO:0048038	1.4.3.21	PTHR10638 PTHR10638:SF41	PF01179 PF02727 PF02728
Phatr3_J46043	GO:0008270 GO:0046872 GO:0016020 GO:0016021		PTHR22765	PF13639
Phatr3_J36021	GO:0005515			
Phatr3_J46151	GO:0003723		PTHR11538 PTHR11538:SF26	PF10354
Phatr3_J46133	GO:0006122 GO:0005750		PTHR12022	PF02271
Phatr3_J12940	GO:0009451 GO:0001522 GO:0009982 GO:0003723		PTHR44205 PTHR44205:SF4	PF00849
Phatr3_J46051	GO:0005524 GO:0016887		PTHR42788	PF00005
Phatr3_J46109	GO:0036065 GO:0032580 GO:0008417 GO:0016020 GO:0016021 GO:0016740 GO:0006486 GO:0016757 GO:0005794		PTHR11929	PF00852
Phatr3_J36142	GO:0032008 GO:0005515 GO:0031929 GO:0031931 GO:0031932		PTHR19842 PTHR19842:SF0	PF00400
Phatr3_J12902	GO:0020037 GO:0055114 GO:0016491 GO:0051536	1.8.1.2	PTHR32439 PTHR32439:SF0	PF01077 PF03460
Phatr3_J46328	GO:0016020 GO:0016021		PTHR43387 PTHR43387:SF11	
Phatr3_J46246	GO:0005515			
Phatr3_J46212	GO:0016020 GO:0016021		PTHR27000	PF08263
Phatr3_J46154	GO:0005524 GO:0004672 GO:0006468 GO:0016772 GO:0004674		PTHR22967 PTHR22967:SF57	PF00069
Phatr3_EG01090	GO:0055114 GO:0016491		PTHR10742	PF01593 PF13771
Phatr3_J36077	GO:0003697 GO:1990879			PF15490
Phatr3_J36139	GO:0045239 GO:0006106 GO:0004333 GO:0003824 GO:0016829 GO:0006099	4.2.1.2	PTHR11444 PTHR11444:SF1	PF00206 PF10415
Phatr3_J46048	GO:0016020 GO:0016021		PTHR36970	
Phatr3_J36180	GO:0016020 GO:0016021			
Phatr3_J12572	GO:0016020 GO:0016021 GO:0005783 GO:0005789		PTHR11009 PTHR11009:SF0	PF04511
Phatr3_J20677	GO:0055114 GO:0016491 GO:0008152		PTHR43431	PF00106
Phatr3_J46321	GO:0016020 GO:0016021		PTHR19317 PTHR19317:SF0	PF03208
Phatr3_J46233	GO:0005524 GO:0004672 GO:0006468 GO:0016772		PTHR44023 PTHR44023:SF1	PF07714
Phatr3_J46333	GO:0016020 GO:0016021		PTHR19375 PTHR19375:SF256	PF00012
Phatr3_J46231	GO:0005515		PTHR19959 PTHR19959:SF204	PF13424
Phatr3_EG01120	GO:0051537 GO:0051536 GO:0009055			PF00111
Phatr3_EG01110	GO:0009190 GO:0016849 GO:0035556			PF00211
Phatr3_J46129	GO:0003824 GO:0008152			
Phatr3_EG01108	GO:0005515			
Phatr3_EG02049	GO:0015074 GO:0003676	2.7.7.7	PTHR44381 PTHR44381:SF3	PF07727
Phatr3_J46158	GO:0003824 GO:0008152 GO:0004722 GO:0006470 GO:0016020 GO:0016021	3.1.3.16	PTHR13832	PF00481
Phatr3_J46332	GO:0016020 GO:0016021			
Phatr3_J20434	GO:0005838 GO:0006508 GO:0000502		PTHR12387	PF10075
Phatr3_J46134	GO:0008152 GO:0008080		PTHR43420	PF00583
Phatr3_J46236	GO:0005515			
Phatr3_J27639	GO:0016740 GO:0000166 GO:0005524 GO:0016301 GO:0016310 GO:0004672 GO:0006468 GO:0016772 GO:0004674		PTHR24355 PTHR24355:SF18	PF00069
Phatr3_J12807	GO:0046408 GO:0016021 GO:0015995 GO:0004659 GO:0016765 GO:0016020	2.5.1.62	PTHR42723	PF01040
Phatr3_J46259	GO:0000166 GO:0005524 GO:0003676 GO:0008152 GO:0003723 GO:0016787 GO:0004386 GO:0008026		PTHR24031 PTHR24031:SF305	PF00270 PF00271 PF13959
Phatr3_J46293	GO:0005515 GO:0016020 GO:0016021		PTHR44149 PTHR44149:SF3	PF13041 PF13812
Phatr3_J12605	GO:0009381 GO:0005524 GO:0003677 GO:0016787 GO:0006281 GO:0006289 GO:0000737 GO:0009432 GO:0016887 GO:0009380		PTHR24029	PF00271 PF01541 PF04851 PF08459 PF12344
Phatr3_J46257	GO:0000290 GO:0043085 GO:0008047		PTHR16290 PTHR16290:SF0	PF06058
Phatr3_J36226	GO:0006412 GO:0003735 GO:0005840		PTHR10052 PTHR10052:SF1	PF01775
Phatr3_J46029	GO:0071203		PTHR23213 PTHR23213:SF321	PF02181 PF10152
Phatr3_J46335	GO:0016020 GO:0016021		PTHR32385 PTHR32385:SF2	PF04488
Phatr3_J54510	GO:0071203		PTHR23213 PTHR23213:SF321	PF02181 PF10152
Phatr3_J27518	GO:0006886 GO:0016192 GO:0030117 GO:0005198 GO:0005515 GO:0016020 GO:0005737 GO:0015031 GO:0000139 GO:0005794 GO:0031410 GO:0030663		PTHR19876 PTHR19876:SF2	PF00400 PF04053
Phatr3_J36198	GO:0008152 GO:0016874 GO:0016881 GO:0016740 GO:0000166 GO:0005524		PTHR43902 PTHR43902:SF4	PF00179
Phatr3_J20657	GO:0016787 GO:0045261 GO:0015986 GO:0046933 GO:0099132		PTHR11693 PTHR11693:SF27	PF00231
Phatr3_J35949	GO:0016020 GO:0016021 GO:0006810 GO:0022857		PTHR24089 PTHR24089:SF429	PF00153
Phatr3_J20589	GO:0005737 GO:0017183 GO:0016740		PTHR10762 PTHR10762:SF1	PF01866
Phatr3_J46061	GO:0016020 GO:0016021			
Phatr3_J46105	GO:0003824 GO:0008152 GO:0030170		PTHR43092 PTHR43092:SF2	PF00266
Phatr3_EG02047	GO:0016021 GO:0055085 GO:0006812 GO:0008324 GO:0098655 GO:0016020		PTHR11562 PTHR11562:SF13	PF01545
Phatr3_J36007	GO:0003676 GO:0015074	2.7.7.7	PTHR44381 PTHR44381:SF3	PF07727
Phatr3_J46207	GO:0000166 GO:0005524 GO:0008152 GO:0005874 GO:0007018 GO:0008017 GO:0003777 GO:0005871 GO:0003774		PTHR24115 PTHR24115:SF472	PF00225
Phatr3_J36048	GO:0009507 GO:0055114 GO:0046422	1.23.5.1	PTHR33970 PTHR33970:SF1	PF07137
Phatr3_J46192	GO:0005515		PTHR44181	PF12796
Phatr3_J46302	GO:0016020 GO:0016021		PTHR11003 PTHR11003:SF243	PF07885
Phatr3_J27762	GO:0019789		PTHR43927	PF00179
Phatr3_J42003	GO:0019343 GO:0004122 GO:0005737 GO:0030554 GO:0016829 GO:0006535 GO:0019344 GO:0008652	4.2.1.22	PTHR10314 PTHR10314:SF134	PF00291 PF00571
Phatr3_J54528	GO:0004300 GO:0003824 GO:0008152 GO:0016829 GO:0005739 GO:0016787 GO:0003860 GO:0006574 GO:0009083		PTHR43176	PF16113
Phatr3_J46285	GO:0008270 GO:0005634 GO:0004842 GO:0016567		PTHR15439 PTHR15439:SF0	PF04564 PF08783
Phatr3_J46071	GO:0016020 GO:0016021		PTHR35734	PF11460
Phatr3_J46099	GO:0016020 GO:0016021			
Phatr3_J46074	GO:0018193 GO:0042264 GO:0004597 GO:0055114		PTHR12366 PTHR12366:SF32	PF05118
Phatr3_J46135	GO:0016020 GO:0016021			
Phatr3_J46237	GO:0005344 GO:0019825 GO:0015671 GO:0005506 GO:0020037 GO:0006810		PTHR22924 PTHR22924:SF2	PF00042
Phatr3_J46292	GO:0006511 GO:0016579 GO:0036459		PTHR44275	PF00443
Phatr3_J46078	GO:0006355 GO:0003676 GO:0003677		PTHR12913	PF00313
Phatr3_EG01113	GO:0005515		PTHR19959 PTHR19959:SF204	PF13181 PF13374 PF13424
Phatr3_J46330	GO:0016021 GO:0055085 GO:0016020		PTHR31651 PTHR31651:SF8	PF03547
Phatr3_J54518	GO:0008017 GO:0045010 GO:0005884		PTHR23213 PTHR23213:SF321	PF02181
Phatr3_J46093	GO:0008168 GO:0032259		PTHR43042 PTHR43042:SF1	PF10672
Phatr3_J20470	GO:0016740 GO:0008152 GO:0008168 GO:0032259		PTHR43591 PTHR43591:SF25	PF08241
Phatr3_J12577	GO:0043169 GO:0003824	3.1.3.16	PTHR24353 PTHR24353:SF115	PF00481
Phatr3_J54534	GO:0000166 GO:0005737 GO:0005856 GO:0003924 GO:0005525 GO:0005200 GO:0005874 GO:0007017 GO:0051258 GO:0007010		PTHR11588 PTHR11588:SF240	PF00091 PF03953
Phatr3_J12877	GO:0008270 GO:0046872		PTHR21319 PTHR21319:SF20	PF05495 PF13639 PF14599
Phatr3_J46245	GO:0006357 GO:0006351 GO:0005634 GO:0051726 GO:0007049 GO:0008134 GO:0006915 GO:0008285 GO:0045892 GO:2000134 GO:0035189		PTHR13742 PTHR13742:SF17	PF01857 PF01858
Phatr3_J12587	GO:0016021 GO:0016020		PTHR10766 PTHR10766:SF55	PF02990
Phatr3_J46289	GO:0007165 GO:0005515 GO:0045859 GO:0031588		PTHR10343 PTHR10343:SF45	PF04739 PF16561
Phatr3_J46097	GO:0016020 GO:0016021 GO:0030554 GO:0006810 GO:0006811 GO:0055085 GO:0005216 GO:0005247 GO:0006821 GO:0034220 GO:0044070 GO:1902476		PTHR11689 PTHR11689:SF59	PF00571 PF00654
Phatr3_J36026	GO:0016020 GO:0016021			
Phatr3_J46126	GO:0016020 GO:0016021		PTHR12300 PTHR12300:SF92	PF03134
Phatr3_J46273	GO:0005515			PF00240
Phatr3_J27659	GO:0005622 GO:0006412 GO:0003735 GO:0005840		PTHR14413 PTHR14413:SF16	PF01196
Phatr3_J35939	GO:0055114 GO:0016491 GO:0008152		PTHR43975	PF13561
Phatr3_J46020	GO:0003677 GO:0005634 GO:0005694 GO:0046982 GO:0000786		PTHR23430 PTHR23430:SF195	PF00125 PF16211
Phatr3_J36014	GO:0070475 GO:0003676 GO:0008168 GO:0032259 GO:0008649		PTHR37426	PF04378
Phatr3_J2418	GO:0000166 GO:0005524 GO:0008152 GO:0005874 GO:0007018 GO:0008017 GO:0003777 GO:0005871 GO:0003774		PTHR24115 PTHR24115:SF742	PF00225
Phatr3_J27719	GO:0008270 GO:0046872 GO:0006508 GO:0008233 GO:0016787 GO:0008237 GO:0004177		PTHR28570	PF02127
Phatr3_J35966	GO:0005730 GO:0005515 GO:0042273		PTHR16038	
Phatr3_J12662	GO:0006355 GO:0003713 GO:1903508		PTHR13168	
Phatr3_J46193	GO:0006629 GO:0008152 GO:0016020 GO:0016021 GO:0016787 GO:0016042		PTHR24185 PTHR24185:SF1	PF01734
Phatr3_J12896	GO:0005506 GO:0055114 GO:0016491 GO:0016706 GO:0016705 GO:0031418		PTHR12117	PF10637 PF13661
Phatr3_J46214	GO:0008152 GO:0016787		PTHR22946	PF01738
Phatr3_J20574	GO:0005524 GO:0003677 GO:0016787 GO:0032508 GO:0006289 GO:0004003 GO:0006367		PTHR11274	PF04851 PF13625 PF16203
Phatr3_J12762	GO:0004358 GO:0006526	2.3.1.35	PTHR23100 PTHR23100:SF0	PF01960
Phatr3_J46188	GO:0006662 GO:0045454 GO:0015035		PTHR10438 PTHR10438:SF18	PF00085
Phatr3_J12888	GO:0004424 GO:0000105	4.2.1.19	PTHR23133	PF00475
Phatr3_J46046	GO:0016020 GO:0016021			
Phatr3_J36257	GO:0005975 GO:0016832 GO:0003824		PTHR31273 PTHR31273:SF0	PF03894 PF09363 PF09364
Phatr3_J36081	GO:0005737 GO:0016149 GO:0006415 GO:0003747		PTHR43804 PTHR43804:SF4	PF00472 PF03462
Phatr3_J46210	GO:0005516 GO:0004683 GO:0006468 GO:0004674		PTHR43940 PTHR43940:SF1	PF08332
