Gene ID	GO	KO
GFH13418	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13418" target="_blank">GFH13418</a>		
GFH13420	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13420" target="_blank">GFH13420</a>		
GFH13422	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13422" target="_blank">GFH13422</a>		
GFH13423	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13423" target="_blank">GFH13423</a>		
GFH13424	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13424" target="_blank">GFH13424</a>		
GFH13432	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13432" target="_blank">GFH13432</a>		
GFH13436	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13436" target="_blank">GFH13436</a>		
GFH13443	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13443" target="_blank">GFH13443</a>		
GFH13456	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13456" target="_blank">GFH13456</a>		
GFH13469	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13469" target="_blank">GFH13469</a>		
GFH13477	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13477" target="_blank">GFH13477</a>		
GFH13480	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13480" target="_blank">GFH13480</a>		
GFH13504	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13504" target="_blank">GFH13504</a>		
GFH13505	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13505" target="_blank">GFH13505</a>		
GFH13506	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13506" target="_blank">GFH13506</a>		
GFH13520	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13520" target="_blank">GFH13520</a>		
GFH13521	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13521" target="_blank">GFH13521</a>		
GFH13522	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13522" target="_blank">GFH13522</a>		
GFH13524	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13524" target="_blank">GFH13524</a>		
GFH13526	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13526" target="_blank">GFH13526</a>		
GFH13529	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13529" target="_blank">GFH13529</a>		
GFH13536	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13536" target="_blank">GFH13536</a>		
GFH13537	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13537" target="_blank">GFH13537</a>		
GFH13539	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13539" target="_blank">GFH13539</a>		
GFH13553	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13553" target="_blank">GFH13553</a>		
GFH13563	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13563" target="_blank">GFH13563</a>		
GFH13566	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13566" target="_blank">GFH13566</a>		
GFH13571	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13571" target="_blank">GFH13571</a>		
GFH13611	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13611" target="_blank">GFH13611</a>		
GFH13612	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13612" target="_blank">GFH13612</a>		
GFH13614	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13614" target="_blank">GFH13614</a>		
GFH13616	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13616" target="_blank">GFH13616</a>		
GFH13646	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13646" target="_blank">GFH13646</a>		
GFH13647	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13647" target="_blank">GFH13647</a>		
GFH13649	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13649" target="_blank">GFH13649</a>		
GFH13650	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13650" target="_blank">GFH13650</a>		
GFH13653	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13653" target="_blank">GFH13653</a>		
GFH13657	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13657" target="_blank">GFH13657</a>		
GFH13661	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13661" target="_blank">GFH13661</a>		
GFH13670	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13670" target="_blank">GFH13670</a>		
GFH13671	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13671" target="_blank">GFH13671</a>		
GFH13672	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13672" target="_blank">GFH13672</a>		
GFH13679	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13679" target="_blank">GFH13679</a>		
GFH13683	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13683" target="_blank">GFH13683</a>		
GFH13685	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13685" target="_blank">GFH13685</a>		
GFH13690	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13690" target="_blank">GFH13690</a>		
GFH13702	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13702" target="_blank">GFH13702</a>		
GFH13704	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13704" target="_blank">GFH13704</a>		
GFH13708	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13708" target="_blank">GFH13708</a>		
GFH13724	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13724" target="_blank">GFH13724</a>		
GFH13728	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13728" target="_blank">GFH13728</a>		
GFH13739	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13739" target="_blank">GFH13739</a>		
GFH13753	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13753" target="_blank">GFH13753</a>		
GFH13755	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13755" target="_blank">GFH13755</a>		
GFH13757	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13757" target="_blank">GFH13757</a>		
GFH13758	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13758" target="_blank">GFH13758</a>		
GFH13759	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13759" target="_blank">GFH13759</a>		
GFH13765	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13765" target="_blank">GFH13765</a>		
GFH13767	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13767" target="_blank">GFH13767</a>		
GFH13771	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13771" target="_blank">GFH13771</a>		
GFH13783	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13783" target="_blank">GFH13783</a>		
GFH13784	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13784" target="_blank">GFH13784</a>		
GFH13788	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13788" target="_blank">GFH13788</a>		
GFH13794	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13794" target="_blank">GFH13794</a>		
GFH13803	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13803" target="_blank">GFH13803</a>		
GFH13809	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13809" target="_blank">GFH13809</a>		
GFH13814	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13814" target="_blank">GFH13814</a>		
GFH13817	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13817" target="_blank">GFH13817</a>		
GFH13821	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13821" target="_blank">GFH13821</a>		
GFH13826	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13826" target="_blank">GFH13826</a>		
GFH13841	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13841" target="_blank">GFH13841</a>		
GFH13848	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13848" target="_blank">GFH13848</a>		
GFH13864	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13864" target="_blank">GFH13864</a>		
GFH13868	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13868" target="_blank">GFH13868</a>		
GFH13871	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13871" target="_blank">GFH13871</a>		
GFH13872	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13872" target="_blank">GFH13872</a>		
GFH13879	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13879" target="_blank">GFH13879</a>		
GFH13884	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13884" target="_blank">GFH13884</a>		
GFH13896	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13896" target="_blank">GFH13896</a>		
GFH13901	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13901" target="_blank">GFH13901</a>		
GFH13902	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13902" target="_blank">GFH13902</a>		
GFH13914	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13914" target="_blank">GFH13914</a>		
GFH13915	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13915" target="_blank">GFH13915</a>		
GFH13918	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13918" target="_blank">GFH13918</a>		
GFH13928	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13928" target="_blank">GFH13928</a>		
GFH13929	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13929" target="_blank">GFH13929</a>		
GFH13931	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13931" target="_blank">GFH13931</a>		
GFH13958	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13958" target="_blank">GFH13958</a>		
GFH13959	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13959" target="_blank">GFH13959</a>		
GFH13961	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13961" target="_blank">GFH13961</a>		
GFH13963	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13963" target="_blank">GFH13963</a>		
GFH13969	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13969" target="_blank">GFH13969</a>		
GFH13985	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13985" target="_blank">GFH13985</a>		
GFH13992	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13992" target="_blank">GFH13992</a>		
GFH13993	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH13993" target="_blank">GFH13993</a>		
GFH14006	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14006" target="_blank">GFH14006</a>		
GFH14025	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14025" target="_blank">GFH14025</a>		
GFH14030	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14030" target="_blank">GFH14030</a>		
GFH14034	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14034" target="_blank">GFH14034</a>		
GFH14037	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14037" target="_blank">GFH14037</a>		
GFH14042	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14042" target="_blank">GFH14042</a>		
GFH14053	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14053" target="_blank">GFH14053</a>		
GFH14054	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14054" target="_blank">GFH14054</a>		
GFH14061	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14061" target="_blank">GFH14061</a>		
GFH14063	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14063" target="_blank">GFH14063</a>		
GFH14071	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14071" target="_blank">GFH14071</a>		
GFH14073	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14073" target="_blank">GFH14073</a>		
GFH14074	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14074" target="_blank">GFH14074</a>		
GFH14075	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14075" target="_blank">GFH14075</a>		
GFH14080	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14080" target="_blank">GFH14080</a>		
GFH14082	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14082" target="_blank">GFH14082</a>		
GFH14087	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14087" target="_blank">GFH14087</a>		
GFH14096	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14096" target="_blank">GFH14096</a>		
GFH14097	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14097" target="_blank">GFH14097</a>		
GFH14102	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14102" target="_blank">GFH14102</a>		
GFH14103	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14103" target="_blank">GFH14103</a>		
GFH14105	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14105" target="_blank">GFH14105</a>		
GFH14120	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14120" target="_blank">GFH14120</a>		
GFH14124	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14124" target="_blank">GFH14124</a>		
GFH14131	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14131" target="_blank">GFH14131</a>		
GFH14147	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14147" target="_blank">GFH14147</a>		
GFH14157	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14157" target="_blank">GFH14157</a>		
GFH14159	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14159" target="_blank">GFH14159</a>		
GFH14160	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14160" target="_blank">GFH14160</a>		
GFH14164	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14164" target="_blank">GFH14164</a>		
GFH14165	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14165" target="_blank">GFH14165</a>		
GFH14168	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14168" target="_blank">GFH14168</a>		
GFH14169	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14169" target="_blank">GFH14169</a>		
GFH14172	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14172" target="_blank">GFH14172</a>		
GFH14182	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14182" target="_blank">GFH14182</a>		
GFH14190	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14190" target="_blank">GFH14190</a>		
GFH14192	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14192" target="_blank">GFH14192</a>		
GFH14205	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14205" target="_blank">GFH14205</a>		
GFH14206	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14206" target="_blank">GFH14206</a>		
GFH14215	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14215" target="_blank">GFH14215</a>		
GFH14223	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14223" target="_blank">GFH14223</a>		
GFH14224	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14224" target="_blank">GFH14224</a>		
GFH14231	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14231" target="_blank">GFH14231</a>		
GFH14234	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14234" target="_blank">GFH14234</a>		
GFH14236	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14236" target="_blank">GFH14236</a>		
GFH14238	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14238" target="_blank">GFH14238</a>		
GFH14241	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14241" target="_blank">GFH14241</a>		
GFH14247	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14247" target="_blank">GFH14247</a>		
GFH14261	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14261" target="_blank">GFH14261</a>		
GFH14274	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14274" target="_blank">GFH14274</a>		
GFH14275	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14275" target="_blank">GFH14275</a>		
GFH14280	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14280" target="_blank">GFH14280</a>		
GFH14293	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14293" target="_blank">GFH14293</a>		
GFH14302	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14302" target="_blank">GFH14302</a>		
GFH14303	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14303" target="_blank">GFH14303</a>		
GFH14304	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14304" target="_blank">GFH14304</a>		
GFH14315	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14315" target="_blank">GFH14315</a>		
GFH14316	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14316" target="_blank">GFH14316</a>		
GFH14326	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14326" target="_blank">GFH14326</a>		
GFH14334	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14334" target="_blank">GFH14334</a>		
GFH14341	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14341" target="_blank">GFH14341</a>		
GFH14363	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14363" target="_blank">GFH14363</a>		
GFH14371	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14371" target="_blank">GFH14371</a>		
GFH14380	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14380" target="_blank">GFH14380</a>		
GFH14397	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14397" target="_blank">GFH14397</a>		
GFH14400	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14400" target="_blank">GFH14400</a>		
GFH14406	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14406" target="_blank">GFH14406</a>		
GFH14407	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14407" target="_blank">GFH14407</a>		
GFH14410	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14410" target="_blank">GFH14410</a>		
GFH14412	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14412" target="_blank">GFH14412</a>		
GFH14414	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14414" target="_blank">GFH14414</a>		
GFH14431	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14431" target="_blank">GFH14431</a>		
GFH14432	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14432" target="_blank">GFH14432</a>		
GFH14443	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14443" target="_blank">GFH14443</a>		
GFH14451	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14451" target="_blank">GFH14451</a>		
GFH14462	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14462" target="_blank">GFH14462</a>		
GFH14463	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14463" target="_blank">GFH14463</a>		
GFH14486	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14486" target="_blank">GFH14486</a>		
GFH14498	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14498" target="_blank">GFH14498</a>		
GFH14509	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14509" target="_blank">GFH14509</a>		
GFH14512	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14512" target="_blank">GFH14512</a>		
GFH14522	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14522" target="_blank">GFH14522</a>		
GFH14524	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14524" target="_blank">GFH14524</a>		
GFH14549	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14549" target="_blank">GFH14549</a>		
GFH14553	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14553" target="_blank">GFH14553</a>		
GFH14557	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14557" target="_blank">GFH14557</a>		
GFH14567	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14567" target="_blank">GFH14567</a>		
GFH14568	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14568" target="_blank">GFH14568</a>		
GFH14571	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14571" target="_blank">GFH14571</a>		
GFH14593	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14593" target="_blank">GFH14593</a>		
GFH14596	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14596" target="_blank">GFH14596</a>		
GFH14600	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14600" target="_blank">GFH14600</a>		
GFH14628	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14628" target="_blank">GFH14628</a>		
GFH14637	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14637" target="_blank">GFH14637</a>		
GFH14657	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14657" target="_blank">GFH14657</a>		
GFH14662	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14662" target="_blank">GFH14662</a>		
GFH14666	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14666" target="_blank">GFH14666</a>		
GFH14683	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14683" target="_blank">GFH14683</a>		
GFH14689	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14689" target="_blank">GFH14689</a>		
GFH14691	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14691" target="_blank">GFH14691</a>		
GFH14693	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14693" target="_blank">GFH14693</a>		
GFH14695	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14695" target="_blank">GFH14695</a>		
GFH14709	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14709" target="_blank">GFH14709</a>		
GFH14720	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14720" target="_blank">GFH14720</a>		
GFH14777	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14777" target="_blank">GFH14777</a>		
GFH14789	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14789" target="_blank">GFH14789</a>		
GFH14796	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14796" target="_blank">GFH14796</a>		
GFH14802	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14802" target="_blank">GFH14802</a>		
GFH14806	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14806" target="_blank">GFH14806</a>		
GFH14807	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14807" target="_blank">GFH14807</a>		
GFH14819	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14819" target="_blank">GFH14819</a>		
GFH14824	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14824" target="_blank">GFH14824</a>		
GFH14825	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14825" target="_blank">GFH14825</a>		
GFH14826	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14826" target="_blank">GFH14826</a>		
GFH14843	<a href="https://www.ncbi.nlm.nih.gov/protein/GFH14843" target="_blank">GFH14843</a>		
