Gene ID	GO
Bathy17g01830	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g01830" target="_blank">Bathy17g01830</a>	
Bathy17g01840	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g01840" target="_blank">Bathy17g01840</a>	
Bathy17g01850	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g01850" target="_blank">Bathy17g01850</a>	
Bathy17g01870	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g01870" target="_blank">Bathy17g01870</a>	
Bathy17g01880	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g01880" target="_blank">Bathy17g01880</a>	
Bathy17g01930	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g01930" target="_blank">Bathy17g01930</a>	
Bathy17g01940	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g01940" target="_blank">Bathy17g01940</a>	
Bathy17g01970	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g01970" target="_blank">Bathy17g01970</a>	
Bathy17g01990	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g01990" target="_blank">Bathy17g01990</a>	
Bathy17g02000	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g02000" target="_blank">Bathy17g02000</a>	
Bathy17g02020	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g02020" target="_blank">Bathy17g02020</a>	
Bathy17g02100	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g02100" target="_blank">Bathy17g02100</a>	
Bathy17g02110	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g02110" target="_blank">Bathy17g02110</a>	
Bathy17g02130	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g02130" target="_blank">Bathy17g02130</a>	
Bathy17g02160	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g02160" target="_blank">Bathy17g02160</a>	
Bathy17g02170	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g02170" target="_blank">Bathy17g02170</a>	
Bathy17g02180	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g02180" target="_blank">Bathy17g02180</a>	
Bathy17g02200	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g02200" target="_blank">Bathy17g02200</a>	
Bathy17g02210	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g02210" target="_blank">Bathy17g02210</a>	
Bathy17g02230	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g02230" target="_blank">Bathy17g02230</a>	
Bathy17g02260	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g02260" target="_blank">Bathy17g02260</a>	
Bathy17g02270	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g02270" target="_blank">Bathy17g02270</a>	
Bathy17g02280	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy17g02280" target="_blank">Bathy17g02280</a>	
Bathy18g00040	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00040" target="_blank">Bathy18g00040</a>	
Bathy18g00050	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00050" target="_blank">Bathy18g00050</a>	
Bathy18g00060	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00060" target="_blank">Bathy18g00060</a>	
Bathy18g00070	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00070" target="_blank">Bathy18g00070</a>	
Bathy18g00090	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00090" target="_blank">Bathy18g00090</a>	
Bathy18g00120	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00120" target="_blank">Bathy18g00120</a>	
Bathy18g00130	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00130" target="_blank">Bathy18g00130</a>	
Bathy18g00140	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00140" target="_blank">Bathy18g00140</a>	
Bathy18g00150	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00150" target="_blank">Bathy18g00150</a>	
Bathy18g00170	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00170" target="_blank">Bathy18g00170</a>	
Bathy18g00180	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00180" target="_blank">Bathy18g00180</a>	
Bathy18g00200	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00200" target="_blank">Bathy18g00200</a>	
Bathy18g00240	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00240" target="_blank">Bathy18g00240</a>	
Bathy18g00250	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00250" target="_blank">Bathy18g00250</a>	
Bathy18g00260	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00260" target="_blank">Bathy18g00260</a>	
Bathy18g00270	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00270" target="_blank">Bathy18g00270</a>	
Bathy18g00280	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00280" target="_blank">Bathy18g00280</a>	
Bathy18g00320	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00320" target="_blank">Bathy18g00320</a>	
Bathy18g00330	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00330" target="_blank">Bathy18g00330</a>	
Bathy18g00350	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00350" target="_blank">Bathy18g00350</a>	
Bathy18g00370	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00370" target="_blank">Bathy18g00370</a>	
Bathy18g00390	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00390" target="_blank">Bathy18g00390</a>	
Bathy18g00400	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00400" target="_blank">Bathy18g00400</a>	
Bathy18g00410	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00410" target="_blank">Bathy18g00410</a>	
Bathy18g00440	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00440" target="_blank">Bathy18g00440</a>	
Bathy18g00450	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00450" target="_blank">Bathy18g00450</a>	
Bathy18g00480	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00480" target="_blank">Bathy18g00480</a>	
Bathy18g00490	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00490" target="_blank">Bathy18g00490</a>	
Bathy18g00510	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00510" target="_blank">Bathy18g00510</a>	
Bathy18g00520	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00520" target="_blank">Bathy18g00520</a>	
Bathy18g00540	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00540" target="_blank">Bathy18g00540</a>	
Bathy18g00550	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00550" target="_blank">Bathy18g00550</a>	
Bathy18g00560	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00560" target="_blank">Bathy18g00560</a>	
Bathy18g00590	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00590" target="_blank">Bathy18g00590</a>	
Bathy18g00600	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00600" target="_blank">Bathy18g00600</a>	
Bathy18g00610	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00610" target="_blank">Bathy18g00610</a>	
Bathy18g00660	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00660" target="_blank">Bathy18g00660</a>	
Bathy18g00680	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00680" target="_blank">Bathy18g00680</a>	
Bathy18g00690	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00690" target="_blank">Bathy18g00690</a>	
Bathy18g00730	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00730" target="_blank">Bathy18g00730</a>	
Bathy18g00740	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00740" target="_blank">Bathy18g00740</a>	
Bathy18g00750	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00750" target="_blank">Bathy18g00750</a>	
Bathy18g00780	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00780" target="_blank">Bathy18g00780</a>	
Bathy18g00800	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00800" target="_blank">Bathy18g00800</a>	
Bathy18g00820	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00820" target="_blank">Bathy18g00820</a>	
Bathy18g00830	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00830" target="_blank">Bathy18g00830</a>	
Bathy18g00840	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00840" target="_blank">Bathy18g00840</a>	
Bathy18g00850	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00850" target="_blank">Bathy18g00850</a>	
Bathy18g00860	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00860" target="_blank">Bathy18g00860</a>	
Bathy18g00870	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00870" target="_blank">Bathy18g00870</a>	
Bathy18g00900	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00900" target="_blank">Bathy18g00900</a>	
Bathy18g00930	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00930" target="_blank">Bathy18g00930</a>	
Bathy18g00950	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00950" target="_blank">Bathy18g00950</a>	
Bathy18g00970	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00970" target="_blank">Bathy18g00970</a>	
Bathy18g00980	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g00980" target="_blank">Bathy18g00980</a>	
Bathy18g01030	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01030" target="_blank">Bathy18g01030</a>	
Bathy18g01060	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01060" target="_blank">Bathy18g01060</a>	
Bathy18g01070	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01070" target="_blank">Bathy18g01070</a>	
Bathy18g01080	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01080" target="_blank">Bathy18g01080</a>	
Bathy18g01090	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01090" target="_blank">Bathy18g01090</a>	
Bathy18g01100	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01100" target="_blank">Bathy18g01100</a>	
Bathy18g01130	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01130" target="_blank">Bathy18g01130</a>	
Bathy18g01140	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01140" target="_blank">Bathy18g01140</a>	
Bathy18g01150	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01150" target="_blank">Bathy18g01150</a>	
Bathy18g01160	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01160" target="_blank">Bathy18g01160</a>	
Bathy18g01180	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01180" target="_blank">Bathy18g01180</a>	
Bathy18g01190	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01190" target="_blank">Bathy18g01190</a>	
Bathy18g01210	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01210" target="_blank">Bathy18g01210</a>	
Bathy18g01220	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01220" target="_blank">Bathy18g01220</a>	
Bathy18g01230	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01230" target="_blank">Bathy18g01230</a>	
Bathy18g01240	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01240" target="_blank">Bathy18g01240</a>	
Bathy18g01250	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01250" target="_blank">Bathy18g01250</a>	
Bathy18g01270	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01270" target="_blank">Bathy18g01270</a>	
Bathy18g01280	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01280" target="_blank">Bathy18g01280</a>	
Bathy18g01290	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01290" target="_blank">Bathy18g01290</a>	
Bathy18g01300	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01300" target="_blank">Bathy18g01300</a>	
Bathy18g01310	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01310" target="_blank">Bathy18g01310</a>	
Bathy18g01320	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01320" target="_blank">Bathy18g01320</a>	
Bathy18g01350	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01350" target="_blank">Bathy18g01350</a>	
Bathy18g01400	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01400" target="_blank">Bathy18g01400</a>	
Bathy18g01450	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01450" target="_blank">Bathy18g01450</a>	
Bathy18g01460	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01460" target="_blank">Bathy18g01460</a>	
Bathy18g01520	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01520" target="_blank">Bathy18g01520</a>	
Bathy18g01530	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01530" target="_blank">Bathy18g01530</a>	
Bathy18g01550	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01550" target="_blank">Bathy18g01550</a>	
Bathy18g01560	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy18g01560" target="_blank">Bathy18g01560</a>	
Bathy19g00020	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00020" target="_blank">Bathy19g00020</a>	
Bathy19g00030	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00030" target="_blank">Bathy19g00030</a>	
Bathy19g00040	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00040" target="_blank">Bathy19g00040</a>	
Bathy19g00050	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00050" target="_blank">Bathy19g00050</a>	
Bathy19g00060	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00060" target="_blank">Bathy19g00060</a>	
Bathy19g00070	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00070" target="_blank">Bathy19g00070</a>	
Bathy19g00110	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00110" target="_blank">Bathy19g00110</a>	
Bathy19g00120	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00120" target="_blank">Bathy19g00120</a>	
Bathy19g00130	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00130" target="_blank">Bathy19g00130</a>	
Bathy19g00160	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00160" target="_blank">Bathy19g00160</a>	
Bathy19g00175	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00175" target="_blank">Bathy19g00175</a>	
Bathy19g00180	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00180" target="_blank">Bathy19g00180</a>	
Bathy19g00190	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00190" target="_blank">Bathy19g00190</a>	
Bathy19g00200	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00200" target="_blank">Bathy19g00200</a>	
Bathy19g00220	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00220" target="_blank">Bathy19g00220</a>	
Bathy19g00230	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00230" target="_blank">Bathy19g00230</a>	
Bathy19g00240	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00240" target="_blank">Bathy19g00240</a>	
Bathy19g00250	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00250" target="_blank">Bathy19g00250</a>	
Bathy19g00270	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00270" target="_blank">Bathy19g00270</a>	
Bathy19g00290	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00290" target="_blank">Bathy19g00290</a>	
Bathy19g00300	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00300" target="_blank">Bathy19g00300</a>	
Bathy19g00310	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00310" target="_blank">Bathy19g00310</a>	
Bathy19g00320	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00320" target="_blank">Bathy19g00320</a>	
Bathy19g00330	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy19g00330" target="_blank">Bathy19g00330</a>	
