feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802644.1	947	3401	+						17359755	NGA_0717200	2455		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802644.1	947	3401	+	XM_005852393.1		XP_005852455.1	hypothetical protein		17359755	NGA_0717200	444	444	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802644.1	1713	3401	+	XP_005852455.1		XM_005852393.1	hypothetical protein		17359755	NGA_0717200	405	135	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802643.1	226	964	-						17359753	NGA_0728300	739		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802643.1	226	964	-	XM_005852392.1		XP_005852454.1	hypothetical protein		17359753	NGA_0728300	612	612	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802643.1	226	964	-	XP_005852454.1		XM_005852392.1	hypothetical protein		17359753	NGA_0728300	612	203	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802643.1	1066	3479	-					CCBL	17359752	NGA_0728200	2414		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802643.1	1066	3479	-	XM_005852391.1		XP_005852453.1	kynurenine-oxoglutarate transaminase / cysteine-S-conjugate beta-lyase	CCBL	17359752	NGA_0728200	1775	1775	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802643.1	1347	3431	-	XP_005852453.1		XM_005852391.1	kynurenine-oxoglutarate transaminase / cysteine-S-conjugate beta-lyase	CCBL	17359752	NGA_0728200	1446	481	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802641.1	1	1312	-						17359751	NGA_0683300	1312		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802641.1	1	1312	-	XM_005852390.2		XP_005852452.1	hypothetical protein		17359751	NGA_0683300	1210	1210	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802641.1	1	1019	-	XP_005852452.1		XM_005852390.2	hypothetical protein		17359751	NGA_0683300	1019	339	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802640.1	745	1731	-						17359749	NGA_0680900	987		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802640.1	745	1731	-	XM_005852389.1		XP_005852451.1	hypothetical protein		17359749	NGA_0680900	527	527	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802640.1	753	1722	-	XP_005852451.1		XM_005852389.1	hypothetical protein		17359749	NGA_0680900	510	169	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802640.1	2308	3153	+						17359750	NGA_0680800	846		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802640.1	2308	3153	+	XM_005852388.1		XP_005852450.1	hypothetical protein		17359750	NGA_0680800	417	417	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802640.1	2410	3153	+	XP_005852450.1		XM_005852388.1	hypothetical protein		17359750	NGA_0680800	315	105	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802639.1	2794	3064	-						17359748	NGA_0697800	271		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802639.1	2794	3064	-	XM_005852387.1		XP_005852449.1	hypothetical protein		17359748	NGA_0697800	240	240	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802639.1	2921	2977	-	XP_005852449.1		XM_005852387.1	hypothetical protein		17359748	NGA_0697800	57	18	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802633.1	19	765	-						17359746	NGA_0704100	747		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802633.1	19	765	-	XM_005852386.1		XP_005852448.1	hypothetical protein		17359746	NGA_0704100	747	747	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802633.1	19	765	-	XP_005852448.1		XM_005852386.1	hypothetical protein		17359746	NGA_0704100	747	248	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802633.1	1147	3429	+					REV1	17359747	NGA_0704000	2283		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802633.1	1147	3429	+	XM_005852385.1		XP_005852447.1	DNA repair protein REV1	REV1	17359747	NGA_0704000	2283	2283	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802633.1	1147	3429	+	XP_005852447.1		XM_005852385.1	DNA repair protein REV1	REV1	17359747	NGA_0704000	2283	761	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802632.1	34	1562	-					PEX7	17359744	NGA_0680400	1529		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802632.1	34	1562	-	XM_005852384.1		XP_005852446.1	peroxin-7	PEX7	17359744	NGA_0680400	1070	1070	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802632.1	34	1347	-	XP_005852446.1		XM_005852384.1	peroxin-7	PEX7	17359744	NGA_0680400	855	285	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802632.1	1777	3422	+						17359745	NGA_0680300	1646		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802632.1	1777	3422	+	XM_005852383.1		XP_005852445.1	hypothetical protein		17359745	NGA_0680300	1351	1351	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802632.1	1817	3422	+	XP_005852445.1		XM_005852383.1	hypothetical protein		17359745	NGA_0680300	1311	437	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802630.1	1	1430	-						17359742	NGA_0200220	1430		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802630.1	1	1430	-	XM_005852381.2		XP_005852443.1	sorting nexin 1		17359742	NGA_0200220	1255	1255	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802630.1	1	1430	-	XP_005852443.1		XM_005852381.2	sorting nexin 1		17359742	NGA_0200220	1255	418	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802630.1	1981	3413	+					SF3B2	17359743	NGA_0723910	1433		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802630.1	1981	3413	+	XM_005852382.2		XP_005852444.1	splicing factor 3B subunit 2	SF3B2	17359743	NGA_0723910	1340	1340	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802630.1	2147	3413	+	XP_005852444.1		XM_005852382.2	splicing factor 3B subunit 2	SF3B2	17359743	NGA_0723910	1174	391	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802628.1	1030	2682	+						17359741	NGA_0708500	1653		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802628.1	1030	2682	+	XM_005852380.1		XP_005852442.1	hypothetical protein		17359741	NGA_0708500	1515	1515	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802628.1	1030	1410	+	XP_005852442.1		XM_005852380.1	hypothetical protein		17359741	NGA_0708500	243	80	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802627.1	4	304	-						17359740	NGA_0696000	301		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802627.1	4	304	-	XM_005852379.1		XP_005852441.1	hypothetical protein		17359740	NGA_0696000	135	135	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802627.1	4	304	-	XP_005852441.1		XM_005852379.1	hypothetical protein		17359740	NGA_0696000	135	45	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802626.1	262	706	-						17359739	NGA_2102700	445		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802626.1	262	706	-	XM_005852378.1		XP_005852440.1	elicitin-like protein 6 precursor		17359739	NGA_2102700	445	445	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802626.1	262	706	-	XP_005852440.1		XM_005852378.1	elicitin-like protein 6 precursor		17359739	NGA_2102700	445	147	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802624.1	1942	2613	+					NPC1	17359738	NGA_0661520	672		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802624.1	1942	2613	+	XM_005852377.1		XP_005852439.1	Niemann-Pick C1 protein	NPC1	17359738	NGA_0661520	672	672	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802624.1	1942	2613	+	XP_005852439.1		XM_005852377.1	Niemann-Pick C1 protein	NPC1	17359738	NGA_0661520	672	223	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802623.1	284	1084	-					MSI	17359737	NGA_2085700	801		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802623.1	284	1084	-	XM_005852376.1		XP_005852438.1	RNA-binding protein Musashi	MSI	17359737	NGA_2085700	801	801	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802623.1	284	1003	-	XP_005852438.1		XM_005852376.1	RNA-binding protein Musashi	MSI	17359737	NGA_2085700	720	240	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802622.1	1315	2371	-						17359735	NGA_0697100	1057		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802622.1	1315	2371	-	XM_005852375.1		XP_005852437.1	cupin 2 barrel domain-containing protein		17359735	NGA_0697100	479	479	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802622.1	1315	2357	-	XP_005852437.1		XM_005852375.1	cupin 2 barrel domain-containing protein		17359735	NGA_0697100	465	155	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802622.1	2974	3343	+						17359736	NGA_0697000	370		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802622.1	2974	3343	+	XM_005852374.1		XP_005852436.1	hypothetical protein		17359736	NGA_0697000	222	222	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802622.1	2989	3265	+	XP_005852436.1		XM_005852374.1	hypothetical protein		17359736	NGA_0697000	129	42	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802618.1	415	2526	-					NDUFS1	17359734	NGA_0701300	2112		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802618.1	415	2526	-	XM_005852373.1		XP_005852435.1	NADH dehydrogenase (ubiquinone) Fe-S protein 1	NDUFS1	17359734	NGA_0701300	2112	2112	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802618.1	415	2526	-	XP_005852435.1		XM_005852373.1	NADH dehydrogenase (ubiquinone) Fe-S protein 1	NDUFS1	17359734	NGA_0701300	2112	703	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802615.1	108	3216	+					PWP2	17359733	NGA_0691200	3109		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802615.1	108	3216	+	XM_005852372.1		XP_005852434.1	periodic tryptophan protein 2	PWP2	17359733	NGA_0691200	2361	2361	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802615.1	108	3216	+	XP_005852434.1		XM_005852372.1	periodic tryptophan protein 2	PWP2	17359733	NGA_0691200	2361	787	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802612.1	50	3112	+					OTSA	17359732	NGA_0581820	3063		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802612.1	50	3112	+	XM_005852371.1		XP_005852433.1	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	OTSA	17359732	NGA_0581820	3063	3063	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802612.1	128	3112	+	XP_005852433.1		XM_005852371.1	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	OTSA	17359732	NGA_0581820	2985	994	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802610.1	1	994	-						17359731	NGA_0703900	994		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802610.1	1	994	-	XM_005852370.2		XP_005852432.1	hypothetical protein		17359731	NGA_0703900	498	498	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802610.1	1	959	-	XP_005852432.1		XM_005852370.2	hypothetical protein		17359731	NGA_0703900	463	154	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802605.1	30	1919	-						17359730	NGA_0719000	1890		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802605.1	30	1919	-	XM_005852369.1		XP_005852431.1	major facilitator superfamily mfs 1		17359730	NGA_0719000	1525	1525	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802605.1	30	1720	-	XP_005852431.1		XM_005852369.1	major facilitator superfamily mfs 1		17359730	NGA_0719000	1326	442	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802604.1	1	1654	-						17359729	NGA_0719300	1654		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802604.1	1	1654	-	XM_005852368.2		XP_005852430.1	4-hydroxyphenylpyruvate dioxygenase		17359729	NGA_0719300	601	601	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802604.1	1	1654	-	XP_005852430.1		XM_005852368.2	4-hydroxyphenylpyruvate dioxygenase		17359729	NGA_0719300	601	200	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802603.1	25	1755	-						17359728	NGA_0725900	1731		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802603.1	25	1755	-	XM_005852367.1		XP_005852429.1	hypothetical protein		17359728	NGA_0725900	1418	1418	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802603.1	697	1746	-	XP_005852429.1		XM_005852367.1	hypothetical protein		17359728	NGA_0725900	915	304	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802602.1	213	380	-						17359727	NGA_2091900	168		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802602.1	213	380	-	XM_005852366.1		XP_005852428.1	hypothetical protein		17359727	NGA_2091900	168	168	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802602.1	213	380	-	XP_005852428.1		XM_005852366.1	hypothetical protein		17359727	NGA_2091900	168	56	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802600.1	1392	2690	-						17359726	NGA_0714500	1299		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802600.1	1392	2690	-	XM_005852365.1		XP_005852427.1	nucleotidyltransferase-like protein		17359726	NGA_0714500	1299	1299	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802600.1	1392	2690	-	XP_005852427.1		XM_005852365.1	nucleotidyltransferase-like protein		17359726	NGA_0714500	1299	432	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802599.1	3	792	-						17359725	NGA_0280520	790		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802599.1	3	792	-	XM_005852363.1		XP_005852425.1	putative fam18-like protein		17359725	NGA_0280520	528	528	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802599.1	3	792	-	XP_005852425.1		XM_005852363.1	putative fam18-like protein		17359725	NGA_0280520	528	176	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802599.1	1834	3036	+						17359724	NGA_0281820	1203		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802599.1	1834	3036	+	XM_005852364.1		XP_005852426.1	threonine synthase		17359724	NGA_0281820	1203	1203	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802599.1	1834	3036	+	XP_005852426.1		XM_005852364.1	threonine synthase		17359724	NGA_0281820	1203	401	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802598.1	709	1420	+						17359723	NGA_0694400	712		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802598.1	709	1420	+	XM_005852362.1		XP_005852424.1	hypothetical protein		17359723	NGA_0694400	555	555	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802598.1	709	1420	+	XP_005852424.1		XM_005852362.1	hypothetical protein		17359723	NGA_0694400	555	184	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802597.1	2722	3016	+						17359722	NGA_0692000	295		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802597.1	2722	3016	+	XM_005852361.2		XP_005852423.1	hypothetical protein		17359722	NGA_0692000	129	129	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802597.1	2946	3016	+	XP_005852423.1		XM_005852361.2	hypothetical protein		17359722	NGA_0692000	71	23	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802596.1	1121	2267	+						17359721	NGA_0694000	1147		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802596.1	1121	2267	+	XM_005852360.1		XP_005852422.1	hypothetical protein		17359721	NGA_0694000	775	775	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802596.1	1977	2267	+	XP_005852422.1		XM_005852360.1	hypothetical protein		17359721	NGA_0694000	291	97	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802595.1	56	1054	-						17359720	NGA_0728400	999		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802595.1	56	1054	-	XM_005852359.1		XP_005852421.1	exported nucleotide-binding protein		17359720	NGA_0728400	999	999	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802595.1	56	1054	-	XP_005852421.1		XM_005852359.1	exported nucleotide-binding protein		17359720	NGA_0728400	999	333	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802594.1	1814	2941	+					PSMB6	17359719	NGA_0679300	1128		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802594.1	1814	2941	+	XM_005852358.1		XP_005852420.1	20S proteasome subunit beta 1	PSMB6	17359719	NGA_0679300	602	602	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802594.1	1846	2941	+	XP_005852420.1		XM_005852358.1	20S proteasome subunit beta 1	PSMB6	17359719	NGA_0679300	570	190	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802592.1	2051	2752	-						17359718	NGA_0730100	702		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802592.1	2051	2752	-	XM_005852357.1		XP_005852419.1	hypothetical protein		17359718	NGA_0730100	369	369	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802592.1	2051	2752	-	XP_005852419.1		XM_005852357.1	hypothetical protein		17359718	NGA_0730100	369	123	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802590.1	2186	2909	+						17359717	NGA_2049820	724		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802590.1	2186	2909	+	XM_005852356.1		XP_005852418.1	hypothetical protein		17359717	NGA_2049820	724	724	
